,전체,강,강,강,강,약,약,약,약
LS min,-58.343,-45.569,-22.109,-45.569,-0.625,-58.343,-45.416,-26.876,-58.343
LS 1Q,-7.9510000000000005,8.2025,11.047250000000002,-13.7155,9.00325,-21.257,-23.76775,1.231,-22.639499999999998
LS median,8.220500000000001,20.9,24.162,-7.688,20.4365,-11.005,-10.7305,8.851,-13.437000000000001
LS 3Q,27.186,38.019999999999996,40.701,-1.3795,29.506749999999997,-3.056,-3.86475,19.597,-6.45075
LS max,152.313,152.313,152.313,5.518,76.172,63.923,9.534,63.923,17.443
BH 왜도,1.0705818765702368,1.377160008081332,1.516830964175298,-1.5101873143525708,1.1089482767465484,0.220405997325387,-0.5822542806026413,0.7857701583548437,-0.674311026316808
BH 첨도,2.164825416731215,2.6953097693444694,2.665748467049393,3.0302341256748164,1.196743711158463,1.7302975770871472,-0.5350074750734661,1.9517492576180087,0.7008163008866211
BH min,-27.672,-21.285,-9.554,-21.285,1.188,-27.672,-21.208,-11.938,-27.672
BH 1Q,-2.4755000000000003,5.601,7.0235,-5.3580000000000005,6.0017499999999995,-9.129,-10.384,2.115,-9.820250000000001
BH median,5.609999999999999,11.95,13.5815,-2.344,11.718,-4.002,-3.8655,5.925,-5.218500000000001
BH 3Q,15.0925,20.509999999999998,21.85,0.8105,16.253,-0.028,-0.43225,11.298,-1.7257500000000001
BH max,77.656,77.656,77.656,4.259,39.586,33.461,6.267,33.461,10.222
DCA1 왜도,0.9317000052731803,1.1054687360528526,1.4101700959459527,-0.8483656255465619,1.2644698856614653,0.46847006004972713,-0.534823905286244,0.4749967281312519,-0.2869864704467647
DCA1 첨도,2.29068716085914,2.3646632197652795,2.8721858883888634,1.1739829263761674,1.6485449177999079,1.9388360773596869,-0.12883705589682082,0.9318197641377322,0.4705747532226612
DCA1 min,-42.291,-42.291,-25.655,-42.291,-1.368,-41.701,-41.701,-27.103,-38.01
DCA1 1Q,-3.95075,1.0405,1.9874999999999998,-15.661999999999999,7.94425,-10.867,-18.3395,3.495,-10.8195
DCA1 median,4.4055,9.4,9.7025,-9.475,16.0765,-2.893,-6.4,12.887,-3.2275
DCA1 3Q,14.77425,19.0335,19.10925,-4.7775,25.329750000000004,4.159,-1.8605,22.452,3.4210000000000003
DCA1 max,88.478,88.478,88.478,5.464,68.709,63.033,13.418,63.033,33.03
DCA1* 왜도,1.355734719856892,1.4553784030272432,1.7027496775546038,-0.589960790915981,1.434591695351899,0.9101679453201945,-0.33803679384971214,0.7579636455460383,-0.029674101800113782
DCA1* 첨도,3.472668515966061,3.287538763256203,3.88948733155233,0.5205027143662679,2.2316953734230904,3.1316889187838894,-0.323589823505801,1.1953546555355374,0.4027050810713759
DCA1* min,-66.969,-66.969,-43.574,-66.969,-2.516,-66.219,-66.219,-45.781,-61.382
DCA1* 1Q,-7.211500000000001,1.926,3.6895,-27.5575,14.991,-19.423,-31.97775,6.514,-19.34
DCA1* median,8.2315,17.798,18.3855,-17.009,30.954,-5.297,-11.597000000000001,24.618,-5.904
DCA1* 3Q,28.35575,36.9065,37.060500000000005,-8.6995,49.83325,7.767,-3.41625,43.884,6.376
DCA1* max,194.942,194.942,194.942,10.239,146.847,133.448,25.666,133.448,66.078
