,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,1000,626,494,42,90,374,48,50,276
BH 표준편차(%),10.883172261251227,9.865884636311103,9.906354321874307,3.977793072939641,7.054538958799749,6.102199587366263,4.179979489360161,3.5516275052891646,5.727804859532152
DCA1 표준편차(%),12.45302361243918,12.307440056166246,12.183188389497202,7.809215725908377,10.379774831736622,10.343272190808158,7.654088193509716,7.350568044132954,9.784014267121439
DCA1* 표준편차(%),24.406068932642324,24.38309987083221,24.211221927037073,14.556850114063884,20.78765179695534,19.807784384375704,14.191920597837317,14.526209535799737,18.702952764027014
LS 왜도,0.535795852776883,0.8499743811689097,0.9136193576246693,-1.0117798551286123,1.060284408792895,-0.1354088338079565,-0.5654671312410259,0.11846223829463548,-0.12657158219090447
LS 첨도,0.7576855915708256,1.1851926103637958,1.1194315022873491,0.9684366502552231,1.5972923506585825,0.25022822322013916,0.7626516280310862,-0.17349948284418204,0.6877553857465553
LS min,-47.58,-27.951,-19.77,-27.951,-11.254,-47.58,-36.778,-7.653,-47.58
LS 1Q,-4.5169999999999995,6.988250000000001,9.43575,-7.1049999999999995,6.60625,-16.4225,-15.73125,3.2662500000000003,-17.34175
LS median,7.4805,16.1245,18.85,-2.7625,13.221,-6.6295,-8.131499999999999,8.026,-8.678
LS 3Q,21.628,28.12875,29.9835,1.5627499999999999,22.97475,-0.16899999999999998,-4.70875,12.0685,-2.5612500000000002
LS max,95.91,95.91,95.91,9.657,65.287,32.954,8.388,22.769,32.954
BH 왜도,0.8292964409756768,1.0526948202439468,1.0897122086402007,-0.8757664278519536,1.2092929301314899,0.12365490204829654,-0.3585143894992328,0.1957378483501312,0.17902973591117732
BH 첨도,1.2609264574229955,1.6484338876292464,1.5610020652689442,0.6548854049135384,2.09323754494618,0.17731335912049273,0.5039310751169448,-0.19028893098270316,0.7878905194476173
BH min,-19.698,-12.422,-8.935,-12.422,-5.067,-19.698,-15.899,-3.364,-19.698
BH 1Q,-1.8525000000000003,3.91175,5.1785,-3.102,3.7155,-7.441999999999999,-7.1282499999999995,2.012,-7.8557500000000005
BH median,4.166,8.7055,10.1685,-0.9944999999999999,7.163500000000001,-2.8735,-3.593,4.448,-3.8525
BH 3Q,11.67475,15.251750000000001,16.28575,1.1532499999999999,12.4095,0.287,-1.9455,6.55625,-0.896
BH max,55.772,55.772,55.772,5.294,36.873,17.953,4.635,12.297,17.953
DCA1 왜도,0.6274218801535375,0.7505972489010387,0.8893462495116612,-0.7579736421405303,0.9272708734855007,0.22524163368012212,-0.6001112611756089,0.21248602043682627,0.3185265762411424
DCA1 첨도,1.5275532460615202,1.6931436205375743,1.911624552981876,0.7291594514137039,1.5707915031947683,0.7585490740783598,1.3551544712569088,1.0018335065993105,1.434461704873605
DCA1 min,-32.858,-26.916,-25.045,-26.916,-11.356,-32.858,-27.851,-7.106,-32.858
DCA1 1Q,-2.83775,1.4409999999999998,1.6675,-8.47425,4.82,-7.1915000000000004,-10.944499999999998,7.00975,-8.08525
DCA1 median,4.09,6.6745,7.137499999999999,-3.968,10.786000000000001,-1.1105,-6.0075,9.34,-1.4340000000000002
DCA1 3Q,11.684,15.1835,15.30025,0.47150000000000003,19.64275,5.53375,-2.801,15.0685,3.93125
DCA1 max,68.498,68.498,68.498,9.369,52.188,34.242,9.827,31.745,34.242
DCA1* 왜도,0.7770464168916253,0.8860779196789738,1.0188526591148697,-0.6653244514453781,1.0142584159339867,0.35859787380582975,-0.47037139262137506,0.2875044841545069,0.4742128310828306
DCA1* 첨도,1.826451776049813,1.987284946778229,2.247109644115379,0.5339931200641006,1.822888561196855,0.7859918091370535,1.187052274500413,1.057402106496574,1.5262785705069253
DCA1* min,-58.832,-49.003,-45.813,-49.003,-21.391,-58.832,-50.581,-13.487,-58.832
DCA1* 1Q,-5.425,2.7725000000000004,3.20925,-16.044249999999998,9.321,-13.648,-20.630249999999997,13.596999999999998,-15.319749999999999
DCA1* median,7.901,12.9405,13.847000000000001,-7.5705,21.028,-2.1285,-11.4235,18.174500000000002,-2.7475
DCA1* 3Q,22.805,29.76825,30.001499999999997,0.9075000000000002,38.7205,10.711250000000001,-5.354,29.538249999999998,7.5915
DCA1* max,141.305,141.305,141.305,18.231,106.266,68.577,19.135,63.415,68.577
