,전체,강,강,강,강,약,약,약,약
BH 표준편차(%),8.614092311004015,7.78590297093131,7.9632622141510625,3.3892295169078728,4.748444903802132,4.9965384532266555,2.950936574190238,4.409512429469528,4.198349385370548
DCA1 표준편차(%),9.507390537822548,9.1577594507008,9.028841804046035,6.700163285925537,7.1171443969665775,8.534794168505764,5.043999757058096,7.476298016723515,7.716068202346077
DCA1* 표준편차(%),18.500901831169138,17.82226103485584,17.571862500997835,13.035217776948457,13.851305946011014,16.60512550375823,9.81228035447805,14.551770894872924,15.01026608860435
LS 왜도,0.3485555597168685,0.638854507391225,0.6751124788059744,0.6394800352029224,0.7441345954859374,0.11165464662883956,-0.5318338270340787,1.0051995813120664,-0.34204696222251035
LS 첨도,0.3174159561782859,0.6276371509633649,0.47750915549128736,1.212577332148789,0.23967124262696338,0.6843058614872461,-0.18314328051419748,3.4941582001302716,-0.022974596855820373
LS min,-34.275,-18.523,-14.206,-18.523,-1.742,-34.275,-22.714,-6.889,-34.275
LS 1Q,-2.4475,6.0055000000000005,6.33,-9.6085,7.164000000000001,-11.92775,-10.08775,5.45,-13.372
LS median,7.2545,13.813500000000001,15.075,-4.745,13.1505,-5.5395,-6.524,8.236,-6.899
LS 3Q,18.345000000000002,22.716,24.723,-0.688,18.161250000000003,0.81125,-1.5607499999999999,11.906,-1.956
LS max,70.764,70.764,70.764,15.924,38.098,39.057,6.535,39.057,14.373
BH 왜도,0.7387535292918315,0.9121486481872849,0.9158354257068084,0.922486297685593,0.8809750126399188,0.5799373319539161,-0.3492311052363098,1.3679078622830683,-0.01636972884896865
BH 첨도,0.871803475206069,1.2436588531194457,1.0602057865980195,1.8330716836006875,0.5098404185232637,1.526354574500385,-0.29515140996290823,4.769565293068435,-0.1828342144528632
BH min,-13.514,-8.13,-6.374,-8.13,-0.696,-13.514,-9.722,-3.146,-13.514
BH 1Q,-1.04,3.24575,3.416,-4.382,3.8587499999999997,-5.4025,-4.59475,2.953,-6.022
BH median,3.9074999999999998,7.494,8.205,-2.142,7.1235,-2.517,-2.9764999999999997,4.432,-3.15
BH 3Q,10.07425,12.6345,13.833,-0.17700000000000002,9.96825,0.57075,-0.60675,6.432,-0.8
BH max,44.14,44.14,44.14,8.686,22.133,22.747,3.525,22.747,7.809
DCA1 왜도,0.34322641858586767,0.38657048714004766,0.5348672373889909,0.9412492717543105,0.5595786068536404,0.34305708655558476,-0.09968334608326924,0.5591780425378715,-0.0025711696431852775
DCA1 첨도,0.39430278462075696,0.4318136192349926,0.6661328249984506,1.1235083260396417,-0.20780876767040368,0.5891514930365749,-0.7249376985480298,2.6829481575925045,0.14366691714899993
DCA1 min,-22.209,-15.013,-13.424,-15.013,-2.001,-22.209,-15.263,-5.747,-22.209
DCA1 1Q,-1.58825,0.7004999999999999,0.536,-9.8185,5.61425,-5.80725,-8.02075,6.738,-6.0385
DCA1 median,4.3735,5.9475,5.906,-6.369,9.173,-0.1455,-4.882,9.929,-0.44
DCA1 3Q,10.683499999999999,12.9295,12.361,-1.2455,15.448,5.74625,-1.0665,13.769,3.5709999999999997
DCA1 max,47.235,47.235,47.235,14.8,28.98,36.562,5.322,36.562,22.626
DCA1* 왜도,0.3445364345391612,0.38772352061817206,0.5361338983498097,0.9420377803406255,0.5600714622190415,0.3446058426525038,-0.09884984117307487,0.5610189677070314,-0.0010501178596252758
DCA1* 첨도,0.3968839997726228,0.43562029366181676,0.6710860872720286,1.1246821223960781,-0.20668036515145527,0.5906331236675677,-0.7257323690162729,2.689529407928633,0.14188959460171224
DCA1* min,-43.127,-29.198,-26.111,-29.198,-3.894,-43.127,-29.681,-11.183,-43.127
DCA1* 1Q,-3.091,1.36375,1.042,-19.1035,10.925,-11.3,-15.6065,13.112,-11.75
DCA1* median,8.5105,11.574,11.492,-12.392,17.8495,-0.28250000000000003,-9.5005,19.32,-0.857
DCA1* 3Q,20.79,25.1595,24.053,-2.424,30.0605,11.182,-2.0755,26.794,6.949
DCA1* max,92.025,92.025,92.025,28.799,56.409,71.188,10.356,71.188,44.033
