,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,428,290,246,10,34,138,8,27,103
P_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P_T,1.4636032496096407,1.7356544537056058,1.8283618861241735,1.0225827476128448,1.2746158856456011,0.8919014439007321,0.8743735948138317,1.169032303837543,0.8206168766619101
H_DCA1,1.1381546009386143,1.2828276532631853,1.3251208741285667,1.075851198010249,1.0376991891351104,0.834131519966689,0.9335591421599686,0.8963779179797536,0.8100919692492232
H_DCA1*,1.021700210405068,1.0964640860681223,1.1226338922987238,1.1797848820389742,0.8826117245258702,0.8645877180696638,1.0263095642733735,0.7266738575221319,0.8881789750129041
DCA1 > LS,0.31542056074766356,0.017241379310344827,0.0040650406504065045,0.0,0.11764705882352941,0.9420289855072463,0.875,0.7777777777777778,0.9902912621359223
DCA1 > BH,0.4602803738317757,0.32413793103448274,0.2601626016260163,0.1,0.8529411764705882,0.7463768115942029,0.375,0.9629629629629629,0.7184466019417476
DCA1* > LS,0.514018691588785,0.3793103448275862,0.32113821138211385,0.1,0.8823529411764706,0.7971014492753623,0.375,0.9629629629629629,0.7864077669902912
DCA1* > BH,0.6542056074766355,0.6379310344827587,0.6097560975609756,0.4,0.9117647058823529,0.6884057971014492,0.25,0.9629629629629629,0.6504854368932039
H_DCA1 < P_T,0.7429906542056075,0.7931034482758621,0.7886178861788617,0.4,0.9411764705882353,0.6376811594202898,0.25,0.9629629629629629,0.5825242718446602
H_DCA1* < P_T,0.7429906542056075,0.7931034482758621,0.7886178861788617,0.4,0.9411764705882353,0.6376811594202898,0.25,0.9629629629629629,0.5825242718446602
LS 수익률(%),9.949259345794397,16.939851724137934,18.82975203252033,0.2809999999999994,8.165529411764705,-4.7411159420289835,-4.617749999999999,5.145925925925928,-7.342446601941747
BH 수익률(%),6.071240654205607,9.849410344827588,10.978158536585367,0.4210999999999999,4.455617647058825,-1.8683913043478257,-2.021625,2.8411851851851853,-3.0910388349514566
