,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,452,277,229,19,29,175,29,20,126
P_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P_T,1.130715990167082,1.2944610023939578,1.3350739492111858,0.9741078131793829,1.1836453394260842,0.8715310279565396,0.8840880636227134,1.1055156731350424,0.8315004967034524
H_DCA1,1.0409357137946778,1.1272469740209012,1.149569247203379,1.019655128945469,1.0214691980776498,0.9043173190365995,0.9728315800842886,0.9709142438153349,0.8779772232750299
H_DCA1*,1.003206093466086,1.0312759724438088,1.040946235844522,1.0848822597570673,0.9197928766605178,0.9587754850270637,1.0662876460852682,0.8882318018982038,0.9452280325817402
DCA1 > LS,0.37831858407079644,0.04332129963898917,0.0,0.15789473684210525,0.3103448275862069,0.9085714285714286,0.6206896551724138,0.75,1.0
DCA1 > BH,0.3915929203539823,0.3285198555956679,0.2838427947598253,0.15789473684210525,0.7931034482758621,0.49142857142857144,0.06896551724137931,0.7,0.5555555555555556
DCA1* > LS,0.504424778761062,0.4259927797833935,0.36681222707423583,0.3157894736842105,0.9655172413793104,0.6285714285714286,0.20689655172413793,0.8,0.6984126984126984
DCA1* > BH,0.5530973451327433,0.6462093862815884,0.6462882096069869,0.2631578947368421,0.896551724137931,0.4057142857142857,0.034482758620689655,0.8,0.42857142857142855
H_DCA1 < P_T,0.6238938053097345,0.8086642599277978,0.8253275109170306,0.3684210526315789,0.9655172413793104,0.3314285714285714,0.034482758620689655,0.8,0.3253968253968254
H_DCA1* < P_T,0.6238938053097345,0.8086642599277978,0.8253275109170306,0.3684210526315789,0.9655172413793104,0.3314285714285714,0.034482758620689655,0.8,0.3253968253968254
LS 수익률(%),13.071608407079644,29.44609386281587,33.50739737991265,-2.5893157894736842,18.36451724137931,-12.846862857142858,-11.591103448275863,10.55155,-16.849920634920633
BH 수익률(%),8.035798672566372,16.223068592057768,18.253716157205247,0.2053684210526314,10.682310344827586,-4.92348,-4.2957241379310345,6.77575,-6.924984126984126
DCA1 수익률(%),6.917298672566371,13.778281588447651,15.03382096069869,-4.453052631578946,15.808517241379315,-3.9426571428571435,-9.268379310344828,14.337350000000004,-5.618484126984128
DCA1* 수익률(%),14.781873893805308,27.87608664259928,30.325585152838425,-7.269947368421054,31.560206896551723,-5.9443942857142895,-16.31462068965517,28.6256,-9.044896825396826
LS 표준편차(%),34.93605114796255,33.385267041079686,34.33025948095925,12.322764981270465,18.262941487028332,17.12117910973192,10.010768071520458,13.120723252991008,15.978479079363305
BH 표준편차(%),17.468077949437532,16.692686072146962,17.165188195899834,6.161452373971995,9.131524665775968,8.560597092076788,5.0054329404340505,6.560236195001711,7.989262562198468
DCA1 표준편차(%),19.53255578538729,18.816355365459632,18.712056930926263,12.377816758996644,17.251830067769394,15.288058108989594,7.634250928797295,16.57105553057404,14.41089762907731
DCA1* 표준편차(%),38.91023536459507,39.19333720115551,39.27771949799417,21.203138526783363,37.270423882540385,27.975589845537023,13.049516357797089,33.71067678347618,25.547868909896764
LS 왜도,1.5429646496541567,2.0037748525087165,1.9830898705858981,-1.933671393060712,1.904072631996803,-0.2361627686407078,-0.9319640719721503,0.5052857467494168,-0.6059961188555882
LS 첨도,4.9050387759974665,6.039928757058572,5.583187330892381,5.541764780100197,5.300617524814799,0.5181065713580781,-0.1468825693890996,-0.7984489117421258,-0.07531933037569738
LS min,-60.703,-42.442,-5.706,-42.442,-2.599,-60.703,-36.411,-10.126,-60.703
LS 1Q,-5.67075,6.96,9.078,-5.846,6.368,-23.485,-17.754,-0.10624999999999998,-26.14275
LS median,6.4795,20.772,23.61,0.127,13.874,-10.661,-6.727,7.159,-14.3385
LS 3Q,27.25975,42.518,45.392,3.8760000000000003,24.937,-1.567,-4.299,18.357999999999997,-4.4415
LS max,202.825,202.825,202.825,14.935,85.125,34.583,0.271,34.583,12.544
BH 왜도,1.5429640927780153,2.0037729189838265,1.983085765054875,-1.9335758824996296,1.9041387579128943,-0.23619123968359854,-0.9319688370574019,0.5052575845087833,-0.6060232062703508
BH 첨도,4.905023715937794,6.039888076633094,5.5831415235876545,5.541465534339629,5.300844628182595,0.5181242904956149,-0.1468303283495458,-0.7984783565529843,-0.07524212922276696
BH min,-28.852,-19.721,-1.353,-19.721,0.201,-28.852,-16.706,-3.563,-28.852
BH 1Q,-1.335,4.98,6.039,-1.423,4.684,-10.2425,-7.377,1.4469999999999998,-11.5715
BH median,4.7395,11.886,13.305,1.564,8.437,-3.831,-1.864,5.0794999999999995,-5.6695
