,전체,강,강,강,강,약,약,약,약
DCA1* 수익률(%),13.821380743982493,21.308240802675574,22.738353448275863,-13.788040000000002,34.29921428571428,-0.34679113924050514,-19.041826086956522,33.7932962962963,-4.900462962962963
DCA2 수익률(%),7.993833698030641,11.936371237458195,12.730327586206897,-6.75716,18.677809523809525,0.532955696202531,-9.730956521739131,18.40237037037037,-1.748564814814816
LS 표준편차(%),29.484300195768345,27.585439008130034,27.866834819081742,10.976098865565428,19.99911413136814,17.59624415669534,11.358560971699983,15.493980788893786,15.029861022445127
BH 표준편차(%),14.742168556199426,13.792729634175544,13.933419730929295,5.488087143380044,9.999672551346187,8.798122668788015,5.679204385351252,7.746990067465758,7.51491752477734
DCA1 표준편차(%),17.7095060127772,17.548107534585778,16.87516356482296,11.442353355407269,17.283003214070202,15.54753115375108,9.89795847836945,17.784560221057202,12.301697902165113
DCA1* 표준편차(%),34.78325242842385,35.11127815713529,33.96096581575092,19.96345049392347,35.964224683016916,29.41592335047797,15.716355625595828,36.54356450006444,22.45419606662896
DCA2 표준편차(%),17.891936009054685,17.734171700760538,17.053601798929904,11.593179725166,17.477326675408097,15.722825059091289,10.022393619373572,17.994690881881603,12.446494770812864
LS 왜도,0.9970771244264991,1.2593911252602221,1.2820517687559108,-0.2319539690094644,1.4765352031905978,0.32220050159696784,-2.0756033424428924,1.5862921518811404,-0.2970610234876673
LS 첨도,1.921462677011533,2.1892430391955364,2.091148963197465,-0.10687565781553587,2.1738895042868687,1.7556588000050306,4.947434099235654,3.3627976826281554,0.24764528630581584
LS min,-53.635,-28.49,-27.507,-28.49,-3.209,-53.635,-50.448,-6.761,-53.635
LS 1Q,-6.439,5.6395,9.448500000000001,-13.732,3.5084999999999997,-19.636,-16.52,-0.33,-23.8895
LS median,7.196,16.385,19.642,-3.34,14.497,-9.8135,-10.938,9.455,-12.2905
LS 3Q,24.696,38.054,41.42775,-1.951,27.6335,-1.7117499999999999,-7.7509999999999994,17.2125,-5.31125
LS max,155.966,155.966,155.966,16.578,85.111,62.926,-1.583,62.926,29.148
BH 왜도,0.9970787569047099,1.259394383783139,1.2820599614522727,-0.23199779306563414,1.4765293809644493,0.32221363275250336,-2.0755773698826685,1.586314967362412,-0.2970646273075054
BH 첨도,1.921468669717859,2.189261372747571,2.091178078880874,-0.10688867043139982,2.173897646819761,1.7556882124007487,4.947568893670525,3.362818270674233,0.2476549322065731
BH min,-25.317,-12.745,-12.254,-12.745,-0.105,-25.317,-23.724,-1.88,-25.317
BH 1Q,-1.72,4.32,6.224749999999999,-5.366,3.25425,-8.318,-6.76,1.335,-10.445
BH median,5.098,9.692,11.321,-0.17,8.7485,-3.4065,-3.969,6.227,-4.645
BH 3Q,13.848,20.527,22.213500000000003,0.524,15.31725,0.64425,-2.3754999999999997,10.106,-1.15575
BH max,79.483,79.483,79.483,9.789,44.056,32.963,0.709,32.963,16.074
DCA1 왜도,0.7889863003551758,0.8075737805775505,0.8972542242834182,-0.143100863228122,1.1390558319988173,0.8748628768783884,-2.244168438746992,0.7719858798362255,0.3239163547371107
DCA1 첨도,1.491605148297226,1.4968019155989292,1.8111989872522556,-0.37511476268669064,0.9660723291261069,2.337171047719343,5.8952622186591075,-0.293767460996639,1.653749794287528
DCA1 min,-44.48,-30.76,-30.76,-29.901,-5.827,-44.48,-44.48,-5.023,-33.214
DCA1 1Q,-4.047,-0.23149999999999998,0.8065,-17.343,3.891,-8.979249999999999,-14.1875,2.2115,-9.2375
DCA1 median,4.155,7.098,7.9715,-5.913,11.6685,-2.1825,-8.346,12.452,-3.0335
DCA1 3Q,14.734,19.3555,19.74775,-3.88,26.8555,5.46175,-5.814500000000001,29.1055,4.177
DCA1 max,77.96,77.96,77.96,14.135,69.984,57.829,-0.436,57.829,42.243
DCA1* 왜도,1.1424248659928755,1.1345425922797252,1.2226187082538,0.028020000131945836,1.2938102040093031,1.3020448515819287,-1.9737414494297068,0.8857157992764267,0.691706989314013
DCA1* 첨도,2.2308172873020737,2.1670318113050313,2.524666372384092,-0.33284099217175767,1.5110151650630859,3.2458852370098246,4.690833800534044,-0.05040199757644048,2.4873325620447155
DCA1* min,-69.697,-51.219,-51.219,-49.96,-10.578,-69.697,-69.697,-9.139,-54.754
DCA1* 1Q,-7.385,-0.427,1.49325,-30.346,7.261,-16.1435,-25.084000000000003,4.1335,-16.5935
DCA1* median,7.759,13.359,15.038,-10.729,22.223,-4.0045,-15.034,23.761,-5.551500000000001
DCA1* 3Q,28.276,37.56,38.35625,-7.084,53.0165,10.23525,-10.5545,57.7395,7.800999999999999
DCA1* max,169.086,169.086,169.086,27.087,149.883,121.336,-0.804,121.336,86.105
DCA2 왜도,0.7882935000390826,0.8059620022884262,0.8948592229417711,-0.14027853098489426,1.1368016626448463,0.8742491611979502,-2.2439952178163867,0.77104584418006,0.3270171788151132
DCA2 첨도,1.494683518930609,1.49863645524796,1.8145596032693878,-0.38032804426571953,0.9607817978105238,2.338901370405204,5.891635797940758,-0.2929625117253254,1.6660671763209876
DCA2 min,-43.625,-29.832,-29.832,-28.845,-4.573,-43.625,-43.625,-3.752,-32.158
DCA2 1Q,-2.727,1.1035,2.184,-16.207,5.28975,-7.737,-12.99,3.583,-7.962249999999999
DCA2 median,5.543,8.485,9.4235,-4.629,13.117999999999999,-0.8,-7.037,13.97,-1.6565
DCA2 3Q,16.227,20.956,21.31075,-2.513,28.54475,6.914499999999999,-4.4254999999999995,30.802,5.607749999999999
DCA2 max,80.063,80.063,80.063,15.704,72.102,59.939,0.97,59.939,44.216
