,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,457,295,241,21,33,162,24,23,115
LS 1Q,-4.213,7.1129999999999995,10.003,-9.171,7.807,-15.486,-19.78375,5.4115,-16.014
LS median,8.992,16.778,18.987,-3.9,13.322,-7.8225,-10.868500000000001,13.431,-10.065
LS 3Q,22.219,29.621000000000002,31.686,-1.038,18.814,-0.007999999999999993,-4.687,22.5625,-2.0629999999999997
LS max,102.45,102.45,102.45,6.987,49.268,53.757,5.494,53.757,17.792
BH 왜도,1.2291180253480403,1.4183107681777134,1.4433663378494983,-0.7323306331786005,1.345347473781224,1.7086722824405087,-0.14189488876888867,1.2097551944983915,0.003259681594217107
BH 첨도,2.476203216536307,3.064661452589057,2.9411427473352694,0.695230893662171,1.7048024254946088,5.240561189766778,-0.6892531390199115,0.6676995458262356,0.28366424489541453
BH min,-16.739,-12.155,-12.155,-11.54,-0.505,-16.739,-13.539,-0.999,-16.739
BH 1Q,-1.704,3.976,5.474,-4.087,4.334,-7.01725,-8.940249999999999,3.1035000000000004,-7.257
BH median,4.948,9.055,10.242,-1.552,7.217,-3.4455,-4.886,7.274,-4.509
BH 3Q,11.996,16.083,17.239,-0.144,10.149,0.36774999999999997,-1.935,12.187999999999999,-0.6505
BH max,59.899,59.899,59.899,3.911,27.338,29.981,3.145,29.981,9.599
DCA1 왜도,0.8243931102392792,0.7019376446750779,0.7799642160389463,-0.2032861832771189,1.1564867967740622,1.5069476446657444,-0.2020184894063123,1.1814668596934306,0.09670476410453781
DCA1 첨도,2.0066803488679206,2.1317791826952854,2.446251327308821,-0.10384792154940437,1.0730932623920943,4.808214189169913,-0.5030518059711615,1.1874122464543015,0.13725605895546744
DCA1 min,-28.365,-28.365,-28.365,-21.025,-1.672,-21.471,-21.471,-2.29,-19.826
DCA1 1Q,-2.45,1.9405000000000001,2.541,-9.199,7.431,-7.031000000000001,-14.0615,6.4245,-6.714
DCA1 median,5.099,7.805,8.104,-5.305,9.585,-0.875,-7.6905,15.173,-1.219
DCA1 3Q,12.44,15.1695,16.253,-2.042,14.409,5.45075,-4.273,23.787,2.9939999999999998
DCA1 max,64.244,64.244,64.244,6.573,34.21,60.083,6.308,60.083,22.34
DCA1* 왜도,0.981244385509146,0.8615146634467052,0.9452404717669619,-0.13718906145466586,1.2036956218172017,1.7093920436420071,-0.14277201371567508,1.2504225157726832,0.17818710619461825
DCA1* 첨도,2.4479632882703033,2.4792596028008695,2.7982828928263954,-0.1593234134880479,1.167512500227629,5.753962676735878,-0.47011727659921165,1.3766552141988466,0.19880797381162774
DCA1* min,-51.444,-51.444,-51.444,-38.826,-3.201,-39.61,-39.61,-4.381,-36.711
DCA1* 1Q,-4.686,3.7375,4.898,-17.396,14.422,-13.345749999999999,-26.34525,12.451,-12.751
DCA1* median,9.864,15.156,15.743,-10.1,18.658,-1.6775,-14.579,29.748,-2.336
DCA1* 3Q,24.306,29.741500000000002,31.907,-3.909,28.222,10.55025,-8.1485,47.114,5.7745
DCA1* max,132.1,132.1,132.1,12.741,68.51,123.14,12.223,123.14,44.175
DCA2 왜도,0.823844880053465,0.6997453648258677,0.77616894522291,-0.18728661792248977,1.1523873023540814,1.502430056006997,-0.20278562114725415,1.1804246523341366,0.09886252595017984
DCA2 첨도,2.0178455634330072,2.1380431017954384,2.4521081394889155,-0.13060447299865974,1.0601178061750498,4.7913583297792695,-0.5001192140137434,1.190733379262669,0.14212231272345388
DCA2 min,-27.287,-27.287,-27.287,-19.655,-0.26,-20.16,-20.16,-0.921,-18.516
DCA2 1Q,-1.098,3.343,3.957,-7.896,8.909,-5.62825,-12.7625,7.890499999999999,-5.2725
DCA2 median,6.573,9.286,9.511,-3.88,11.053,0.587,-6.292,16.787,0.195
DCA2 3Q,13.952,16.661,17.698,-0.619,15.945,6.99025,-2.7960000000000003,25.4225,4.487
DCA2 max,66.103,66.103,66.103,8.132,35.764,62.103,7.852,62.103,24.099
