,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,457,306,246,13,47,151,21,22,108
P_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P_T,1.4435333333672755,1.7242554836146342,1.8057118797384166,0.9262978771368162,1.5186209184606205,0.8746526845216359,0.8330600353357897,1.2799580561320218,0.8001779387575086
H_DCA1,1.143525792876552,1.293539063371974,1.348556198078177,1.0045591472567321,1.0855076542607414,0.83952539041563,0.9182504112271636,0.9540866160200167,0.8008812015236044
H_DCA1*,1.0255935448577678,1.090131993464052,1.1331336178861793,1.1730099999999999,0.8421359574468084,0.8948070198675498,1.0471066666666666,0.7763450000000002,0.889324351851852
H_DCA2,1.0977766115280505,1.2433632449745944,1.2965543682290273,0.9595786034147752,1.0434522666700603,0.8027467450734649,0.8770607081190882,0.9152537365662199,0.7653787169549582
DCA1 > LS,0.3544857768052516,0.049019607843137254,0.0,0.6153846153846154,0.14893617021276595,0.9735099337748344,1.0,0.8181818181818182,1.0
DCA1 > BH,0.45076586433260396,0.3562091503267974,0.25609756097560976,0.3076923076923077,0.8936170212765957,0.6423841059602649,0.38095238095238093,0.9545454545454546,0.6296296296296297
DCA2 > LS,0.40043763676148797,0.10784313725490197,0.036585365853658534,0.7692307692307693,0.2978723404255319,0.9933774834437086,1.0,0.9545454545454546,1.0
DCA2 > BH,0.5754923413566739,0.4738562091503268,0.3780487804878049,0.5384615384615384,0.9574468085106383,0.7814569536423841,0.7142857142857143,0.9545454545454546,0.7592592592592593
DCA1* > LS,0.5164113785557987,0.41830065359477125,0.3333333333333333,0.3076923076923077,0.8936170212765957,0.7152317880794702,0.38095238095238093,0.9545454545454546,0.7314814814814815
DCA1* > BH,0.6214442013129103,0.6797385620915033,0.6422764227642277,0.38461538461538464,0.9574468085106383,0.5033112582781457,0.23809523809523808,0.9090909090909091,0.4722222222222222
H_DCA1 < P_T,0.6827133479212254,0.803921568627451,0.7967479674796748,0.38461538461538464,0.9574468085106383,0.4370860927152318,0.23809523809523808,0.9090909090909091,0.37962962962962965
H_DCA1* < P_T,0.6827133479212254,0.803921568627451,0.7967479674796748,0.38461538461538464,0.9574468085106383,0.4370860927152318,0.23809523809523808,0.9090909090909091,0.37962962962962965
H_DCA2 < P_T,0.7417943107221007,0.8496732026143791,0.8414634146341463,0.46153846153846156,1.0,0.5231788079470199,0.47619047619047616,0.9545454545454546,0.4444444444444444
LS 수익률(%),10.017761487964995,17.84988235294119,19.645772357723594,-3.148538461538462,14.258191489361701,-5.853953642384102,-6.191095238095238,7.816363636363638,-8.57309259259259
BH 수익률(%),6.0720284463894885,10.198503267973846,11.242219512195115,-1.2165384615384616,7.892999999999999,-2.2902317880794714,-2.747428571428571,4.372545454545455,-3.558564814814816
DCA1 수익률(%),5.552645514223195,8.337702614379086,8.413857723577237,-3.2920769230769227,11.155851063829788,-0.09124503311258254,-3.433523809523809,9.538181818181817,-1.4029074074074073
DCA1* 수익률(%),10.807684901531717,16.227186274509794,16.37568699186992,-6.403307692307692,21.709425531914892,-0.17488079470198653,-6.679619047619049,18.562136363636363,-2.72687037037037
DCA2 수익률(%),7.017522975929982,9.782696078431371,9.850951219512199,-1.8053076923076925,12.63063829787234,1.4139271523178805,-1.9428095238095238,11.063136363636362,0.10104629629629634
LS 표준편차(%),18.168169748276732,15.419451752257997,15.771955572878886,8.169901117469584,8.894247583198387,11.886021255989602,5.319039207458072,9.125005328350458,11.424267692465172
BH 표준편차(%),10.078635105682082,9.191717239172847,9.515677149250106,3.9011311098061596,5.086392276585078,5.646055748270892,2.4469364432168765,5.092228034463731,5.2619532979473
DCA1 표준편차(%),10.746433203113329,10.113455611852519,10.302151356861087,7.8645229719877525,7.098554145429665,9.757783535186588,5.208769390355534,8.47202098583423,9.55646359192928
DCA1* 표준편차(%),20.91501111005749,19.68632913140757,20.054921932482124,15.29951483645051,13.815185872240423,18.985557439600292,10.13323255667307,16.489821819752514,18.592603240376725
DCA2 표준편차(%),10.78941266063277,10.16146725153657,10.351395571378855,7.967899246190046,7.148952755247603,9.835152251727363,5.27561809287829,8.551265204609614,9.641299291375306
LS 왜도,0.5338002568890751,1.0190150776572076,1.0432714718328038,-0.20947777319623934,0.6749682673382575,0.3350023040302127,-0.4144436038564099,1.440515330859263,0.3336611560292445
LS 첨도,0.819814881765327,1.604697595845407,1.3247159966263524,-1.5324580684173346,-0.4982502955823467,0.517421550779253,-0.9700864260106532,2.2905567571899246,0.22257467940547393
LS min,-33.367,-15.836,-7.523,-15.836,1.627,-33.367,-17.355,-4.551,-33.367
LS 1Q,-1.566,6.85325,7.873749999999999,-10.934,7.011,-13.037,-11.063,2.7954999999999997,-16.571
LS median,8.738,14.6725,15.466000000000001,-2.954,11.925,-6.068,-3.831,4.567,-9.519
LS 3Q,20.341,26.8645,29.25,4.043,19.735,0.6645000000000001,-2.192,9.67125,-1.48875
LS max,86.493,86.493,86.493,6.944,34.814,33.234,1.332,33.234,24.12
BH 왜도,1.0016566058532883,1.326470719020269,1.30112789849704,-0.1307706865171499,0.7651144033051303,0.7953251918020081,-0.33177319921781356,1.6209156993305742,0.748805225353864
BH 첨도,1.8438512340843296,2.611294825942046,2.2242861573616013,-1.591093671421274,-0.3594649537704817,1.2662107093281278,-1.1057016238589168,2.829376151849786,0.7456728140969457
BH min,-13.249,-7.051,-3.437,-7.051,0.982,-13.249,-7.667,-2.05,-13.249
BH 1Q,-0.609,3.69375,4.23775,-4.969,3.7775,-5.8795,-5.025,1.577,-7.35
BH median,4.702,7.977,8.426,-1.285,6.443,-2.765,-1.707,2.492,-4.3415
BH 3Q,11.235,15.126000000000001,16.58325,2.22,10.881,0.497,-0.915,5.2075000000000005,-0.57125
BH max,55.334,55.334,55.334,3.742,20.048,19.055,0.833,19.055,13.472
DCA1 왜도,0.5977332859755627,0.7984557113147988,0.9806810371335216,-0.035904619969779825,0.610802429431774,0.6416259449134017,-0.39507107150195603,1.106172483899961,0.6343046929494747
DCA1 첨도,1.0273710815957093,1.627697617561847,1.8102493318437451,-1.4615967279956452,-0.2950595748201388,0.4379442719875746,-0.4147281893145607,1.8108781738953494,0.15750620673495241
DCA1 min,-18.597,-16.068,-16.068,-14.963,-0.42,-18.597,-14.877,-4.95,-18.597
DCA1 1Q,-1.849,1.8482500000000002,1.7527500000000003,-9.582,5.7925,-6.7015,-6.543,4.936,-8.03075
DCA1 median,4.857,6.9915,6.8955,-2.708,9.633,-1.247,-1.991,7.8475,-3.7715
DCA1 3Q,11.647,14.161499999999998,14.161499999999998,1.999,15.553999999999998,5.5535,-0.302,13.01275,4.577
DCA1 max,48.441,48.441,48.441,7.144,26.936,32.325,3.993,32.325,26.164
DCA1* 왜도,0.5998753273496787,0.8009056620596672,0.9831811338965587,-0.035386210906416214,0.6111867925710408,0.6428007665717795,-0.3941048125623522,1.1071983697436867,0.6354021168107187
DCA1* 첨도,1.0338873552307524,1.636386871409338,1.8197504827671098,-1.4620232200735859,-0.29431886723160305,0.4395375506614583,-0.41676095746226816,1.813750961175896,0.15835141895284055
DCA1* min,-36.146,-31.245,-31.245,-29.1,-0.818,-36.146,-28.932,-9.631,-36.146
DCA1* 1Q,-3.598,3.596,3.4109999999999996,-18.643,11.2715,-13.039,-12.731,9.60525,-15.62525
DCA1* median,9.451,13.605,13.418,-5.27,18.745,-2.427,-3.875,15.271,-7.3395
DCA1* 3Q,22.663,27.55725,27.55725,3.89,30.267,10.806999999999999,-0.587,25.32075,8.90675
DCA1* max,94.382,94.382,94.382,13.901,52.425,62.926,7.771,62.926,50.923
DCA2 왜도,0.5962421719435428,0.7937622492190886,0.9752256378642056,-0.027191415559109436,0.6091391814347576,0.6420485903944159,-0.3941769728842066,1.1064070213361592,0.6359013034159143
DCA2 첨도,1.0236686537562774,1.6196496418256374,1.8036733017723403,-1.4580338381005271,-0.2806925316302684,0.4437650243897324,-0.3986503823203704,1.8356227508358236,0.16341185737948072
DCA2 min,-17.232,-14.927,-14.927,-13.623,0.924,-17.232,-13.54,-3.614,-17.232
DCA2 1Q,-0.503,3.24125,3.09075,-8.159,7.2455,-5.208,-5.025,6.44375,-6.57475
DCA2 median,6.216,8.443999999999999,8.3,-1.25,11.131,0.198,-0.536,9.2985,-2.3099999999999996
DCA2 3Q,13.117,15.5715,15.5715,3.538,17.061500000000002,7.0975,1.165,14.61075,6.0905000000000005
DCA2 max,50.033,50.033,50.033,8.841,28.586,34.098,5.616,34.098,27.938
