,전체 시나리오,메인 시나리오,세부 시나리오,LS 수익률(%),BH 수익률(%),DCA1 수익률(%),DCA1* 수익률(%),P_0,P_T,H_DCA1,H_DCA1*
16,상상상상상상상상상상상상,강,강강,12.68,7.84,-5.46,-9.921,1,1.1268039581190896,1.191878539935325,1.25091
17,상하하하하하하하하하하하,약,약약,-6.605,-1.802,7.416,13.969,1,0.9339535274548106,0.8694766192757947,0.81948
18,상상하하하하하상하하하하,약,약약,-25.998,-11.499,-17.077,-29.907,1,0.7400190161824823,0.8924173501764526,1.05576
19,상상하하하하하하하하하상,약,약약,4.441,3.721,20.422,39.729,1,1.044414833875373,0.8672942045576779,0.74746
20,상상상상상상상상상상상상,강,강강,18.835,10.918,3.919,7.313,1,1.1883505886863979,1.1435401117523003,1.10737
21,상상상상상상상상상상상상,강,강강,35.03,19.015,15.184,29.171,1,1.3502996632284074,1.1723006575249115,1.04536
22,상하상상하하하하하하하하,약,약약,-42.168,-19.584,-26.717,-45.196,1,0.5783195718378946,0.7891619403446166,1.05526
23,상하하하하하하하하상상상,약,약강,-1.62,0.69,3.165,5.895,1,0.9837987247441821,0.9536129800072831,0.92903
24,상하하하하하하하하하하하,약,약약,-33.519,-15.26,-10.511,-18.806,1,0.6648096156925086,0.7428917481421553,0.81879
25,상상상상상상하상상상상상,강,강강,-14.309,-5.655,-18.84,-32.796,1,0.8569062995323142,1.0558239766621134,1.27507
26,상상상상하하하하하하하하,약,강약,-14.296,-5.648,-7.977,-14.386,1,0.8570363034521455,0.9313321625547474,1.00105
27,상상상상상상상상상상상상,강,강강,41.779,22.389,16.557,31.915,1,1.4177875531811077,1.2163929244865639,1.07477
28,상하하하하하하하하하하하,약,약약,-14.667,-5.833,-4.675,-8.516,1,0.8533325842162015,0.8951867419400268,0.93277
29,상상하하하하하하상상상하,약,약강,1.17,2.085,2.235,4.151,1,1.0117022500120818,0.9895889771934647,0.97138
30,상하하하하하하하하하하하,약,약약,11.679,7.339,29.789,59.183,1,1.116787627661447,0.8604636184301722,0.70157
31,상상상하하상상상상상상상,강,강강,38.403,20.701,22.014,42.985,1,1.3840272920488963,1.1343168829156967,0.96795
32,상상상상상상상상상상상상,강,강강,5.838,4.419,-9.203,-16.535,1,1.0583833885944245,1.1656651900865043,1.26805
33,상상상상상상상상상상상상,강,강강,21.373,12.186,-1.83,-3.361,1,1.2137280283062293,1.236350984682446,1.25593
34,상상상상상상상상상상상상,강,강강,21.947,12.473,10.849,20.619,1,1.219468003723811,1.100117618445664,1.01101
35,상하하하상상상상상상상상,강,강강,41.339,22.169,28.688,56.859,1,1.4133898235822484,1.0983099578143432,0.90106
36,상상상상상상상상상상상상,강,강강,70.095,36.548,31.427,62.658,1,1.7009519714577737,1.2942166662741774,1.04572
37,상하하하하하하하하하하하,약,약약,-9.974,-3.487,1.396,2.588,1,0.9002605194879167,0.8878621899025697,0.87755
38,상상상상하하하하하하하하,약,강약,-15.927,-6.464,-8.555,-15.401,1,0.8407255909039918,0.9193805925914765,0.99378
39,상하하상상상상상상상상상,강,강강,43.508,23.254,31.277,62.339,1,1.4350798773373268,1.0931695198928273,0.884
40,상하하상하하하하하하하하,약,약약,-16.863,-6.932,-1.899,-3.487,1,0.8313660005577577,0.8474615553921353,0.86141
41,상하하하하상상상상상하상,강,약강,3.279,3.139,2.19,4.069,1,1.0327873534367862,1.0106501566268775,0.99241
42,상상상상상상상상하하상상,강,강강,4.528,3.764,-1.0,-1.841,1,1.045277014118147,1.0558355455462,1.06488
43,상상상하하상상상상상상상,강,강강,14.362,8.681,11.31,21.521,1,1.143621959156944,1.0274161420305865,0.94109
44,상상하하하하하하하하하하,약,약약,-39.143,-18.072,-16.043,-28.195,1,0.6085679963933758,0.7248607966900839,0.84752
45,상하하하상하하하하하하하,약,약약,-26.664,-11.832,-18.905,-32.9,1,0.7333639700451418,0.9043215970866545,1.09295
46,상상하상상상상상상상상상,강,강강,65.621,34.31,32.824,65.636,1,1.656207834439112,1.2469224707718225,0.99991
47,상하하하하하하하하하하하,약,약약,-19.174,-8.087,-1.679,-3.086,1,0.8082599143629844,0.8220654764582552,0.83399
48,상상상상상상상상상상상상,강,강강,39.766,21.383,-0.238,-0.44,1,1.3976635547232172,1.4010020258005311,1.40384
49,상하하하하하하하하하하하,약,약약,0.113,1.557,13.203,25.243,1,1.001133113091867,0.8843678841280533,0.79936
50,상상하하하하하하하하상하,약,약약,-11.73,-4.365,-2.456,-4.502,1,0.8827022398561624,0.9049228465847629,0.92431
51,상하하상상상상상상상상상,강,강강,-0.68,1.16,-8.944,-16.081,1,0.9932046828568895,1.0907586856305111,1.18353
52,상하상상상하하하하하상상,강,강약,24.926,13.963,25.093,49.341,1,1.2492565227147199,0.998659618900305,0.83651
53,상하하상상상상상상상상상,강,강강,57.766,30.383,44.725,91.605,1,1.577660352780033,1.0901120209953004,0.82339
54,상하상상상상상하상하하상,강,강약,-4.326,-0.663,-7.486,-13.52,1,0.9567389414591313,1.0341524947593304,1.10631
55,상상상상상상상상상상상상,강,강강,53.495,28.247,22.485,43.952,1,1.5349464373249662,1.2531706083205536,1.06629
56,상상상상상상상상상상상상,강,강강,19.775,11.388,-3.295,-6.026,1,1.1977542871013183,1.2385624424553368,1.27455
57,상상하상상상상상상상상상,강,강강,3.658,3.329,-8.93,-16.058,1,1.036583219578688,1.138231879330411,1.23488
58,상상상상하하하하하하하하,약,강약,-13.051,-5.026,-9.551,-17.141,1,0.8694893813159318,0.9613049819949986,1.04936
59,상상하상상상상하상상상상,강,강강,13.18,8.09,7.271,13.692,1,1.131796416785515,1.05508062528704,0.99549
60,상하하상하상상상상상상하,강,강강,14.824,8.912,12.094,23.057,1,1.1482397747595336,1.0243582424412225,0.9331
61,상하하하하하하하하하하하,약,약약,-2.447,0.277,2.098,3.896,1,0.9755307687223513,0.955485869536806,0.93895
62,상상상상하상상상상상상상,강,강강,83.12,43.06,48.997,101.172,1,1.8312020083960618,1.229022543842592,0.91027
63,상상상하하하하상상상상상,강,약강,12.178,7.589,8.236,15.548,1,1.1217822790019731,1.0364245949486266,0.97084
64,상상상상하하하상상상상상,강,강강,9.593,6.296,5.77,10.822,1,1.0959293142332878,1.0361452038438685,0.98891
65,상하하하상상상상상상하하,강,강강,0.385,1.693,-1.415,-2.602,1,1.0038549384867825,1.018264311909251,1.03067
66,상상상상상상상상상상상상,강,강강,11.263,7.131,-7.41,-13.386,1,1.1126261957869958,1.2016686403697543,1.28458
67,상하하하상상하하하하하하,약,약약,-13.62,-5.31,-8.836,-15.893,1,0.8637973489802764,0.9475252607232056,1.02703
68,상하상상상상상상상상상상,강,강강,51.96,27.48,27.122,53.571,1,1.5195962572968609,1.1953873771157362,0.98951
69,상하상하하하하하하하하상,약,약약,4.751,3.876,9.955,18.876,1,1.0475104128056196,0.9526755329789525,0.88118
70,상하하하하하하하하하하하,약,약약,-10.056,-3.528,8.188,15.455,1,0.8994375983686137,0.8313673846153831,0.77904
71,상상상상상상상상상상상상,강,강강,20.682,11.841,-2.129,-3.907,1,1.2068238705847578,1.2330794196406938,1.25589
72,상하하하하하하하하하하하,약,약약,-5.081,-1.04,7.484,14.101,1,0.9491911639076985,0.8830999626992841,0.83189
73,상하하하하상상상하하하하,약,약약,-7.713,-2.356,-7.167,-12.956,1,0.9228724001312183,0.994118825256463,1.06024
74,상상상상상상상상상상상상,강,강강,20.419,11.709,-1.381,-2.539,1,1.2041892348155299,1.2210484543325755,1.23556
75,상상상상상상상상상상상상,강,강강,61.66,32.33,14.034,26.887,1,1.6165964917362479,1.4176380759649474,1.27404
76,상하하상상상상상상하상상,강,강강,12.035,7.518,6.803,12.795,1,1.1203514033174142,1.048984773253861,0.99326
77,상하하하하하하하하하하하,약,약약,-14.442,-5.721,4.538,8.484,1,0.8555786724740861,0.8184371750338738,0.78867
78,상하상상상상하하하하상상,강,강약,-0.439,1.28,2.393,4.447,1,0.9956055732798104,0.972338406521946,0.95321
79,상하하하하하하하하하상상,약,약약,30.989,16.994,35.423,71.219,1,1.3098862859424931,0.9672584396969953,0.76504
80,상상상하상상상하하상상상,강,강강,6.812,4.906,3.755,7.005,1,1.0681186026260177,1.0294592342152624,0.99819
81,상하하하하하하하하하하하,약,약약,-22.689,-9.845,-14.031,-24.823,1,0.7731064576801738,0.8992861171187069,1.02838
82,상상하상상하하하상상상상,강,강강,-0.438,1.281,-3.327,-6.084,1,0.9956161090305762,1.0298792475402638,1.06011
83,상하하하하하하하하하하하,약,약약,-22.567,-9.784,-5.522,-10.032,1,0.7743276350689603,0.8195823063850468,0.86067
84,상상상상상상상상상상상상,강,강강,61.063,32.032,27.101,53.528,1,1.6106337342125117,1.267207011594915,1.04908
85,상상상상상상상상상상상상,강,강강,19.197,11.098,3.116,5.803,1,1.1919687327653952,1.1559465484493425,1.12659
86,상상상상상상상상상상상상,강,강강,51.395,27.197,20.18,39.235,1,1.5139471166060785,1.259735181439818,1.08733
87,상상하하하하하하하하하하,약,약약,-30.898,-13.949,-4.242,-7.737,1,0.6910152623046042,0.7216298682423863,0.74896
88,상하상하하하하하상상하상,약,약강,6.7,4.85,7.566,14.258,1,1.0670044677162156,0.9919523601917478,0.93385
89,상상상상하하하하하하상상,강,강약,4.125,3.563,8.83,16.696,1,1.0412505106176155,0.9567655602708703,0.89228
90,상상상하하하하하상상상상,강,약강,26.486,14.743,26.857,53.017,1,1.2648615516657484,0.9970770633108778,0.82661
91,상상상상상상상상상상상상,강,강강,21.511,12.255,9.109,17.236,1,1.2151089341267336,1.113660410273047,1.03646
92,상상하상상상하하하하하하,약,강약,-15.252,-6.126,-6.164,-11.178,1,0.8474810856527442,0.9031556650467165,0.95414
93,상상하상하하상하하상상상,강,강강,13.747,8.374,11.467,21.827,1,1.1374734007106755,1.0204594424070328,0.93368
94,상상상하하상하하하하하하,약,강약,-0.041,1.48,3.579,6.673,1,0.999591698961806,0.9650520051707425,0.93706
95,상하상상상하하상상상상상,강,강강,41.535,22.267,32.877,65.749,1,1.4153458229347717,1.0651588009704789,0.85391
96,상상상상상상상상상상하하,강,강강,-1.062,0.969,-5.19,-9.438,1,0.9893782224473048,1.0435346258882459,1.09249
97,상하상상상상상상상상상상,강,강강,47.239,25.12,18.123,35.065,1,1.4723941872211503,1.2464955399945568,1.09014
98,상상상하상상하하상하상상,강,강강,19.207,11.104,17.539,33.888,1,1.1920717276068484,1.0141948771410005,0.89035
99,상하상상상상상상상상상상,강,강강,41.106,22.053,13.33,25.494,1,1.4110592091434486,1.2450841028668516,1.12441
100,상하하하하하하하하하하상,약,약약,-10.814,-3.907,-4.059,-7.406,1,0.8918604587978632,0.9295906047995851,0.9632
101,상하하하하하하하하하하하,약,약약,-20.213,-8.606,-0.716,-1.32,1,0.797873531301287,0.8036293928896268,0.80854
102,상상상상상상상상상상상상,강,강강,48.581,25.79,27.3,53.944,1,1.48580643604766,1.1671695405374498,0.96516
103,상상상상상상상상상상상상,강,강강,35.33,19.165,9.3,17.606,1,1.3532977373749433,1.2381465014769568,1.15071
104,상상상상상상상상상상상상,강,강강,68.22,35.61,29.312,58.175,1,1.6822033787487338,1.300888300882389,1.06351
105,상하하하하하하상하하상하,약,약약,8.076,5.538,12.614,24.08,1,1.0807562522335206,0.9597029242540772,0.87102
106,상상상상상상상상상상상상,강,강강,32.374,17.687,14.06,26.937,1,1.3237447944459835,1.160570938367618,1.04283
107,상상하하하하하하하하하하,약,약약,-25.384,-11.192,-11.601,-20.685,1,0.7461630880071753,0.8440841667457999,0.94076
108,상하하하하하하하상하하하,약,약약,-6.892,-1.946,-1.049,-1.93,1,0.9310794066981631,0.9409470398932704,0.94941
109,상하하하하하하하하하하하,약,약약,-9.774,-3.387,2.616,4.865,1,0.9022563684209178,0.8792526998479704,0.8604
110,상하하하하하하하하하하하,약,약약,-24.711,-10.855,-5.722,-10.39,1,0.7528941204272565,0.798589900370569,0.84019
111,상상하하하하하하하상상상,약,약강,0.782,1.891,4.302,8.037,1,1.0078193329495815,0.9662536764645473,0.93285
112,상하하하하하하상하상상상,약,약강,15.19,9.095,16.725,32.252,1,1.1519012766070915,0.9868515829270252,0.87099
113,상하상상상하하상상상상상,강,강강,11.045,7.023,7.413,13.965,1,1.1104517262020122,1.03381116899941,0.97438
114,상하하하상상상상상상상하,강,강강,4.873,3.936,1.015,1.88,1,1.0487259761150012,1.0381862230629475,1.02938
115,상상하하하하하하하하하하,약,약약,-11.548,-4.274,-4.839,-8.81,1,0.8845195294264655,0.9295025741256319,0.96998
116,상상하하하하하하하하하하,약,약약,-16.065,-6.533,-4.183,-7.63,1,0.8393487009817904,0.8759903555663842,0.90868
117,상하상상상상상상상상상상,강,강강,56.608,29.804,36.4,73.33,1,1.5660815244623731,1.1481576086591014,0.90353
118,상상하상하하하하하하하상,약,약약,2.133,2.566,5.941,11.148,1,1.021328958322217,0.9640566807240464,0.91889
119,상하하하하상상하하하하하,약,약약,-17.143,-7.071,-10.037,-17.986,1,0.8285715138465882,0.9210186878922118,1.01028
120,상상하상상하하하하하하하,약,강약,-22.664,-9.832,-14.798,-26.113,1,0.7733553361175923,0.9076702638674092,1.04668
121,상상하하하하상하상상상상,강,약강,31.511,17.255,25.032,49.213,1,1.3151099278982046,1.0518213406694155,0.88136
122,상하상상상상상상상상상상,강,강강,6.709,4.855,0.783,1.45,1,1.0670922860169423,1.0587974024666678,1.05185
123,상상상상상상상상상상상상,강,강강,60.29,31.645,42.659,87.025,1,1.6029049428535798,1.12359207883947,0.85706
124,상상상상상상상상상상상상,강,강강,1.017,2.009,-7.06,-12.768,1,1.0101717142558626,1.0869105909834171,1.15803
125,상하상하하하하하하하상하,약,약약,-5.572,-1.286,4.869,9.11,1,0.9442829800598137,0.9004433211917797,0.86544
126,상하하하하하하하하하하하,약,약약,-22.871,-9.936,-7.17,-12.962,1,0.7712884978677161,0.8308612494535346,0.88615
127,상하하하하하하하하하하하,약,약약,-33.103,-15.052,-11.764,-20.965,1,0.6689690154758917,0.7581570288567949,0.84642
128,상하상상하하하하하하하하,약,약약,-17.775,-7.387,-11.378,-20.302,1,0.822253764047726,0.9278217913820741,1.03172
129,상상상상상상상상상상상상,강,강강,57.507,30.254,15.3,29.403,1,1.5750731974704977,1.3660644291074402,1.21719
130,상하하하하하상상상상상상,강,약강,64.128,33.564,48.046,99.032,1,1.641275679680946,1.10862523144104,0.82463
131,상하하하상상상하하하상상,약,강약,-2.259,0.37,-2.773,-5.078,1,0.9774088233121646,1.0052826298852016,1.0297
132,상하하하하하하하하하상상,약,약약,-14.785,-5.893,-11.311,-20.187,1,0.8521498502885483,0.9608303297126792,1.06769
133,상상상상상상상상상상상상,강,강강,32.148,17.574,4.26,7.958,1,1.321477544477334,1.2674781179850516,1.22406
134,상상상하하하하하하하하하,약,약약,-21.322,-9.161,-14.319,-25.308,1,0.7867839544597099,0.9182696012596818,1.05337
135,상하하하하하하하하하하하,약,약약,-46.514,-21.757,-16.984,-29.753,1,0.5348649958707467,0.6442894519807375,0.7614
136,상하상하하하하하하하하하,약,약약,-12.123,-4.562,4.429,8.278,1,0.8787674735630095,0.8414958684336888,0.81159
137,상상상상상상상상상상상상,강,강강,51.532,27.266,25.227,49.618,1,1.5153224555804143,1.210064118218002,1.01279
138,상상상상상상상상상상상상,강,강강,62.5,32.75,32.513,64.973,1,1.6249982779366994,1.2262926307872597,0.98501
139,상하하하하하하하하하하하,약,약약,-25.378,-11.189,-15.065,-26.562,1,0.7462164954572305,0.8785773164097418,1.01612
140,상하하상상하상하하하하하,약,강약,-3.003,-0.002,-0.602,-1.109,1,0.9699696611220242,0.9758400710293188,0.98084
141,상상상하상상상상상상상상,강,강강,29.145,16.072,15.526,29.853,1,1.291445937207455,1.1178853817628356,0.99454
142,상상하상하하상상상상상상,강,강강,15.572,9.286,8.797,16.631,1,1.1557243346176462,1.0622800714247174,0.99093
143,상상하하상하하하상상상상,강,약강,24.148,13.574,20.989,40.887,1,1.2414764643939014,1.026103567670004,0.88119
144,상하상상상상상상상상상상,강,강강,25.247,14.124,9.605,18.196,1,1.2524709849708022,1.1427172758182442,1.05965
145,상하상상상상상상상상상상,강,강강,30.287,16.643,11.481,21.856,1,1.3028698262935805,1.1686899083622202,1.06919
146,상상상상상상상상상상상상,강,강강,103.933,53.466,55.783,116.619,1,2.039329986926576,1.3090863722461525,0.94144
147,상하하하하하하하하하하하,약,약약,-19.42,-8.21,-6.834,-12.367,1,0.805803029256401,0.8649078785763933,0.91952
148,상상상상상하상상하하상상,강,강강,-5.529,-1.264,-9.063,-16.29,1,0.94471442574493,1.0388715058017675,1.12856
149,상상하하하하하하하하하하,약,약약,-0.222,1.389,15.172,29.148,1,0.9977817000949902,0.8663405795593013,0.77259
150,상상상하상상상하상상하상,강,강강,1.607,2.303,-2.074,-3.806,1,1.0160695989126198,1.0375851372494813,1.05627
151,상상상상상상상상하하하하,강,강약,-14.685,-5.842,-17.263,-30.213,1,0.8531543025617919,1.0311589809469017,1.2225
152,상상하하하하하하하하하하,약,약약,-7.42,-2.21,1.796,3.333,1,0.9257990336458651,0.909462882409164,0.89594
153,상상하상상하상상상상상상,강,강강,14.815,8.907,6.044,11.345,1,1.1481454822268895,1.0827020103378555,1.03116
154,상하상상하상상상상상상상,강,강강,42.006,22.503,26.853,53.01,1,1.4200550345291594,1.1194454869799815,0.92808
155,상하하하하하하하하하하하,약,약약,-26.609,-11.804,-8.684,-15.626,1,0.7339104029603648,0.803700616685958,0.86983
156,상하하하하하하하하하하하,약,약약,1.012,2.006,19.342,37.532,1,1.0101226048607184,0.8464111675235856,0.73446
157,상상상상상상상상하하하하,강,강약,-7.699,-2.349,-7.551,-13.636,1,0.9230125907275107,0.9984059695074001,1.06874
158,상하하하하하하하하하하하,약,약약,-40.859,-18.93,-22.771,-39.091,1,0.5914068336118118,0.765786916419474,0.97096
159,상상상상상상상상상하하상,강,강강,19.837,11.418,15.382,29.566,1,1.1983668840682153,1.0386099749425086,0.92491
160,상상하상상상상상상상상상,강,강강,27.168,15.084,16.326,31.452,1,1.2716811887168191,1.0932068760495814,0.96741
161,상하하하하하상하하상상하,약,약약,5.417,4.208,11.276,21.454,1,1.0541654895416168,0.9473445733083685,0.86796
162,상상상상상상상상상상하하,강,강강,-7.345,-2.173,-11.309,-20.184,1,0.9265498962297817,1.0446999792027183,1.16086
163,상하상상상상상상상상상상,강,강강,33.599,18.299,24.49,48.089,1,1.3359875247192452,1.0731694813394783,0.90215
164,상상상상상상상하하하하하,강,강약,-1.92,0.54,-5.581,-10.137,1,0.980796145597313,1.038767693008745,1.09144
165,상하하하하하하하하하하하,약,약약,-33.945,-15.473,-8.38,-15.094,1,0.6605470232186259,0.7209632641087643,0.77797
166,상하하상상상하하하하상상,강,강약,7.819,5.41,8.092,15.271,1,1.0781912409611996,0.9974731378414623,0.93535
167,상상하하하하상상상상상상,강,약강,4.131,3.566,4.366,8.159,1,1.0413142104474271,0.9977493954481899,0.96277
168,상하하하하상상상하상하상,강,약강,18.402,10.701,14.508,27.826,1,1.1840237739399264,1.034013566445472,0.92628
169,상상상상상상상상상상상상,강,강강,64.907,33.954,25.018,49.184,1,1.6490742409237464,1.3190743705739512,1.1054
170,상상상상상상상상상상상상,강,강강,19.32,11.16,0.832,1.539,1,1.193204824083554,1.1833603507126131,1.17511
171,상상상상상상상상상상상상,강,강강,56.078,29.539,21.699,42.339,1,1.5607773864102334,1.2824878826518362,1.09652
172,상상하하하하하하상상상하,약,약강,-3.912,-0.456,-4.993,-9.085,1,0.9608835448453178,1.0113808643007276,1.05691
173,상상하하하하하하하하하하,약,약약,2.936,2.968,18.432,35.689,1,1.0293567404112887,0.8691557000833295,0.75861
174,상하하하상상상상상상상하,강,강강,3.871,3.436,-1.023,-1.884,1,1.0387129108435258,1.049452836261015,1.05866
175,상하상상상상하하상상상상,강,강강,31.438,17.219,27.401,54.157,1,1.3143797429695814,1.0316853256078042,0.85263
176,상상상상상상상상상상상상,강,강강,33.68,18.34,4.878,9.127,1,1.3368045925534249,1.2746320762107715,1.225
177,상상상하하하상상상하하하,약,강약,-0.431,1.285,2.606,4.847,1,0.9956947080206444,0.9704019888496036,0.94967
178,상하하하하하하상하상상상,약,약강,23.905,13.452,24.252,47.597,1,1.239046781743799,0.9972049658319015,0.83948
179,상상상상상하하하하하하상,약,강약,-7.336,-2.168,-7.398,-13.366,1,0.926643159873002,1.000677807091784,1.0696
180,상상하하하하하하하하하상,약,약약,2.11,2.555,8.324,15.718,1,1.0211002182858027,0.9426355493682402,0.88241
181,상상상상상상상상상상상상,강,강강,59.592,31.296,32.85,65.693,1,1.5959219018878104,1.2012927339405781,0.96318
182,상하하하하하하하하하하하,약,약약,-14.987,-5.993,-7.539,-13.614,1,0.8501337589069424,0.9194499406176838,0.98411
183,상하상상상상상상상상상상,강,강강,56.521,29.76,22.586,44.158,1,1.5652078041976483,1.2768282664464157,1.08576
184,상하상상상상상상상상상상,강,강강,23.007,13.004,5.474,10.259,1,1.230071264478241,1.1662284219741121,1.11562
185,상상상상상하하하상상상상,강,강강,15.809,9.405,10.094,19.146,1,1.15809463883422,1.0519188582383163,0.97199
186,상하하하하하상하하하하하,약,약약,-40.667,-18.834,-31.679,-52.554,1,0.593326810335243,0.8684439051062033,1.25052
187,상상상상상하상상상상상상,강,강강,32.631,17.816,15.386,29.575,1,1.3263113813670002,1.1494529988215674,1.02359
188,상상상상상상상상상상상상,강,강강,68.304,35.652,29.232,58.006,1,1.6830442462179789,1.3023460347820777,1.06518
189,상하상상상상상상상상상상,강,강강,-5.523,-1.261,-16.656,-29.211,1,0.9447748411624898,1.1335885642598809,1.33464
190,상하상하상상상상상상상상,강,강강,69.597,36.299,47.272,97.295,1,1.6959721989182355,1.1515903794577866,0.85961
191,상하하하하하하하하하하하,약,약약,-23.317,-10.159,-11.811,-21.046,1,0.7668278464017988,0.8695289218068099,0.97123
192,상상상상상상상상상상상상,강,강강,23.962,13.481,-4.082,-7.448,1,1.2396194784550902,1.2923730702032277,1.33937
193,상하하상상상상상상상하상,강,강강,-13.231,-5.115,-16.401,-28.788,1,0.8676947874446912,1.0379246336167325,1.21847
194,상하상상하하하하하하하하,약,약약,-26.376,-11.688,-11.98,-21.335,1,0.7362362110214737,0.8364399777757177,0.93591
195,상상상상상상상상상상상상,강,강강,27.583,15.292,8.318,15.706,1,1.2758327818909756,1.1778616825651167,1.10265
196,상하하하하하하하하하하하,약,약약,-45.481,-21.24,-25.308,-43.041,1,0.5451915402878992,0.7299220332739549,0.95717
197,상상하상하하하하하하하하,약,약약,-16.703,-6.851,-10.013,-17.944,1,0.8329721990148218,0.9256578574526243,1.01512
198,상상상상상상상상상상상상,강,강강,75.596,39.298,48.444,99.928,1,1.7559562995783426,1.1829063751067523,0.87829
199,상하하상하하하하하하하하,약,약약,-13.977,-5.489,-3.892,-7.105,1,0.860225103919873,0.8950618820184013,0.92602
200,상상상상상상상상상상상상,강,강강,42.306,22.653,16.867,32.537,1,1.4230601520290953,1.2176761383891574,1.07371
201,상상상상상상상상상상상상,강,강강,100.402,51.701,20.751,40.401,1,2.0040235299474425,1.659627000959154,1.42736
202,상상하하하하하하하하하하,약,약약,-5.338,-1.169,5.427,10.169,1,0.9466176703946242,0.897892274125167,0.85924
203,상하하상상상상상상상상상,강,강강,25.438,14.219,17.152,33.111,1,1.2543809180919214,1.0707253730664925,0.94236
204,상상상상상상상상상상상상,강,강강,87.3,45.15,44.867,91.921,1,1.8730019141075234,1.2929142703851824,0.97592
205,상상상상상상상상상상상상,강,강강,23.341,13.171,0.702,1.298,1,1.2334112498461822,1.2248146838517877,1.2176
206,상하하상상상상상상상상상,강,강강,33.814,18.407,17.513,33.837,1,1.3381425885498504,1.1387158632681156,0.99983
207,상상하하하하하하하하하하,약,약약,-21.251,-9.126,-13.53,-23.975,1,0.7874852042356583,0.9106990696747894,1.03582
208,상하상상상상상상상상상상,강,강강,9.911,6.456,1.11,2.055,1,1.0991139381120298,1.0870484252902581,1.07698
209,상하하하하하하하하하하하,약,약약,-10.174,-3.587,5.85,10.974,1,0.8982634258564653,0.8486215408621881,0.80944
210,상상상상상상상상상상상상,강,강강,10.873,6.937,-0.766,-1.411,1,1.1087343705477979,1.1172922706951878,1.1246
211,상상상하상상하상상상상하,강,강강,-1.056,0.972,-1.347,-2.476,1,0.9894428941255156,1.0029482610933111,1.01457
212,상하하하상상상상상상상상,강,강강,36.353,19.676,16.742,32.288,1,1.3635286543979606,1.1679800767127018,1.03073
213,상상상하상하상상상상상상,강,강강,7.183,5.092,1.904,3.533,1,1.0718302326583233,1.051806467042011,1.03525
214,상상하하하하하하하하하하,약,약약,-14.815,-5.908,-3.433,-6.275,1,0.8518480160426812,0.8821283203194329,0.90888
215,상상상상상상상상상상상상,강,강강,98.07,50.535,39.863,80.873,1,1.9806952477039452,1.4161681414698277,1.09508
216,상상상상상상상하상상상상,강,강강,12.949,7.975,1.747,3.242,1,1.1294909737724659,1.1100924777545313,1.09402
217,상상상상상상상상상상하하,강,강강,-12.075,-4.538,-17.121,-29.98,1,0.8792496667706967,1.0608858839128736,1.2557
218,상하하하하하하하하하하하,약,약약,-18.793,-7.897,-2.343,-4.296,1,0.8120694950789953,0.831549157761425,0.84852
219,상하상하상상상상상상상상,강,강강,51.408,27.204,34.303,68.808,1,1.5140821717764021,1.1273614832435588,0.89693
220,상하상하하하하하하상상상,약,약강,12.168,7.584,15.513,29.828,1,1.1216750669741968,0.9710379498188055,0.86397
221,상하하하하상상상상상상상,강,약강,6.252,4.626,1.801,3.341,1,1.0625240358407746,1.0437308785738928,1.02817
