,전체,강,강,강,강,약,약,약,약
세부 시나리오,전체,전체,강강,강약,약강,전체,강약,약강,약약
N,10000,6597,5333,444,820,3403,568,390,2445
P_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P_T,1.2543507034445136,1.4549825982911593,1.515098178394791,0.9333136049354696,1.346476067019527,0.8654090019154652,0.831355313320028,1.1657597437084393,0.8254113355853857
H_DCA1,1.0886545449045053,1.2059106985267267,1.2453059262616886,1.0161223912273527,1.0524610142955,0.8613436881763865,0.9257014645148263,0.9619516279441616,0.8303447869617978
H_DCA1*,1.0144668380000024,1.0736321100500255,1.0973476804800348,1.1477650000000006,0.8792538902439023,0.8997700117543376,1.0620351232394363,0.8416001025641024,0.8713527034764839
DCA1 > LS,0.362,0.04350462331362741,0.005250328145509095,0.3130630630630631,0.14634146341463414,0.9794299147810756,0.9612676056338029,0.8871794871794871,0.9983640081799591
DCA1 > BH,0.4544,0.33788085493406095,0.2707669229326833,0.2072072072072072,0.8451219512195122,0.6802821040258595,0.3345070422535211,0.8384615384615385,0.7353783231083845
DCA1* > LS,0.5123,0.39139002576928905,0.3307706731670729,0.23198198198198197,0.8719512195121951,0.7466940934469586,0.38204225352112675,0.8564102564102564,0.8139059304703476
DCA1* > BH,0.6096,0.6490829164771866,0.6441027564222764,0.24774774774774774,0.8987804878048781,0.5330590655304144,0.25528169014084506,0.8256410256410256,0.550920245398773
H_DCA1 < P_T,0.6621,0.768531150522965,0.7869866866679167,0.2747747747747748,0.9158536585365854,0.45577431677931235,0.22359154929577466,0.823076923076923,0.45112474437627814
H_DCA1* < P_T,0.6621,0.768531150522965,0.7869866866679167,0.2747747747747748,0.9158536585365854,0.45577431677931235,0.22359154929577466,0.823076923076923,0.45112474437627814
LS 수익률(%),10.116776400000013,19.331938608458394,21.857924995312246,-3.803301801801804,15.430671951219525,-7.747585953570381,-9.256906690140854,7.511617948717946,-9.830937832310836
BH 수익률(%),5.973713099999997,10.709851902379862,12.062055503468947,-1.3993333333333338,8.47226219512196,-3.2076879224213877,-4.011917253521125,4.2907,-4.216918609406951
DCA1 수익률(%),5.478258400000027,8.6162864938609,9.123231201950155,-4.5586463963964,12.453035365853639,-0.605071407581545,-5.7271161971831,9.635879487179482,-1.0486907975460122
