,전체 시나리오,메인 시나리오,세부 시나리오,LS 수익률(%),BH 수익률(%),DCA1 수익률(%),DCA1* 수익률(%),P_0,P_T,H_DCA1,H_DCA1*
2092,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상하하하하하,약,약약,-13.941,-6.263,-7.081,-13.778,1,0.6373694985088456,0.7944679700773764,0.99435
2093,상하상상하상상상하상하상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.438,10.708,10.559,20.546,1,1.7038187185936713,1.2607938360011743,0.97266
2094,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.604,6.265,2.955,5.751,1,1.3900626569375933,1.273760860135535,1.17539
2095,상상상상상상상상상상상상상상상하하하하하하하하하하하하하하하하하하하하하,약,강약,-5.33,-2.418,-2.784,-5.417,1,0.8484757977381686,0.9234727095108451,1.00277
2096,상상하상하상하하하상하하상하상상상하하하하하하하하하하하하상하상상상상상,약,약약,15.635,8.522,16.57,32.245,1,1.54621862733533,0.9761238503165707,0.66854
2097,상하하상상상상상하하하상상상상상상상상상상상상상상상하하상상상상상상상상,강,강강,4.071,2.234,0.82,1.595,1,1.1271547092566159,1.0998884143597263,1.0749
2098,상상상상상상상상상상상상상상상하상상하상상상하하상상상상상상상상상상상상,강,강강,20.753,11.476,15.029,29.246,1,1.7607367423662232,1.1568309482008794,0.81554
2099,상하상상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.039,10.476,10.4,20.237,1,1.6868233459592064,1.253620581235985,0.97042
2100,상상상상상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.895,10.392,11.072,21.546,1,1.6806836724917127,1.2264979792847848,0.93598
2101,상상하상상상상상상상상상상상상상상상상하하하상하상하하상하상상상상상상상,강,강강,4.593,2.505,1.041,2.025,1,1.1442219151408193,1.1092279606270687,1.07743
2102,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,21.216,11.749,8.777,17.079,1,1.7810685845071523,1.3837969658568323,1.10981
2103,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,17.473,9.572,7.041,13.7,1,1.621113079968057,1.3218087022798715,1.10288
2104,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,32.822,18.797,17.308,33.68,1,2.3431945782948183,1.4515325858268766,0.98085
2105,상상상상상상상상상상상상상상상상하하하하상하하하상상상상상상상상상상상하,강,강강,0.089,0.209,-1.752,-3.409,1,1.0026803172518293,1.05727791376817,1.11263
2106,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,3.87,2.13,-2.657,-5.17,1,1.1206578499627935,1.2149363724968263,1.3141
2107,상상상상상상상상상상상상상상상상상하하하하하하하하상상상상상상상상상상상,강,강강,20.951,11.593,16.319,31.756,1,1.7694223956771453,1.1242930697619347,0.77361
2108,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,9.345,5.03,-2.244,-4.366,1,1.307363084277001,1.3994683554849439,1.49473
2109,상상상하하하하하하하하하하하하하하하하하하하상상상상상상하상상하상하하상,약,약강,4.781,2.603,7.511,14.616,1,1.150406333513581,0.925741208324287,0.76404
2110,상하하하하하하하하상상상상상상상상상상상상상상상하하하하하하하하상하하상,강,강약,2.96,1.662,2.604,5.068,1,1.0914632235723318,1.010444882766776,0.94102
2111,상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,9.963,5.366,2.651,5.159,1,1.3296398698253806,1.2292605056976222,1.1434
2112,상하상하하하상상상상상상상상상상하상상하하하하하하하하상상하하하하상상상,강,강약,3.064,1.715,2.977,5.792,1,1.0947674221683659,1.002552988195831,0.92462
2113,상하하하하하하하하하상하하상상하상상상상상상상상상상상상상상상상상상상상,강,약강,12.991,7.034,7.678,14.94,1,1.4425446459079525,1.155458008504297,0.94999
2114,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,20.378,11.257,5.121,9.966,1,1.7443697034464682,1.501635713011558,1.31179
2115,상상상상상상상상상상상상하하하하하하하하하하하하상하상상상상상상상상상상,강,강강,1.859,1.1,2.073,4.033,1,1.0568103834077862,0.9937289655398024,0.9386
2116,상하하하하하하하하상상상상상상상상상하상상하하하하하하상상상상하하하상상,강,강약,0.493,0.411,0.227,0.443,1,1.0148682854693558,1.007973522580787,1.00151
2117,상상상상상상하상하하하하하하하하하하하하하하하하하하하상하하하하하하하하,약,약약,-0.636,-0.151,4.596,8.944,1,0.9810531360456463,0.8573235156459078,0.75872
2118,상상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,33.638,19.308,16.708,32.514,1,2.3866617022192735,1.501358062269267,1.02567
2119,상상하상하하하상하하상하하하하하하하하하하하하하하하하하상상하하하상상상,약,약약,0.94,0.636,4.988,9.705,1,1.028480557277986,0.8887558014581837,0.77895
2120,상하하하하하하상상상상상상상상상상상상상하하상상상상상하하하하하하하하하,강,강약,-2.018,-0.831,-2.166,-4.216,1,0.9406716823491663,1.004556360374129,1.07042
2121,상하하하하하하하하하하하하하하하하하하하상상상상하하하하하하하하하하하하,약,약약,-13.261,-5.975,-5.639,-10.972,1,0.652591336274001,0.7767077709584891,0.92482
2122,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.416,10.695,4.885,9.506,1,1.7029108842705758,1.475869016288149,1.2968
2123,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-6.038,-2.75,3.301,6.424,1,0.8295770928488441,0.7525587085899254,0.68824
2124,상하하하하하하하하하하하하하하하하하하하하하하하하하상하하하하하하하하하,약,약약,-12.544,-5.668,-7.546,-14.682,1,0.6689123897720409,0.8464203505411599,1.07708
2125,상상상상상상상상상상상상상상상하하하하하하하하하하하하하하하하하하하하하,약,강약,-13.087,-5.901,-10.01,-19.476,1,0.6565260557978475,0.9008896440537948,1.25739
2126,상하하하하상하상상상하하하하상상상상상상상상상상상상상상상상상상상상상상,강,강강,31.556,18.008,21.585,42.006,1,2.2768491405516835,1.2667570922104021,0.79508
2127,상하상하상상상상상상상상상상상하하하하하하하하하하하하하하하하하하하하하,약,강약,-24.008,-10.191,-16.668,-32.409,1,0.4388320935390849,0.7583490451465239,1.42114
2128,상하상상상하하하하하하하하상상하하하하하상상상상상상상상상상상상상상상상,강,약강,5.092,2.766,4.092,7.962,1,1.1606610334580494,1.0290975190262859,0.92234
2129,상상하상상하하상상상상상상상상상상상상하하상상상상상상상상상상상상상상상,강,강강,17.484,9.578,10.775,20.968,1,1.6215750835884102,1.192906148053465,0.91606
2130,상하하하하하하하상상하상하하상상상상하하하하하하하하하하하하하하하하하하,약,약약,-9.342,-4.262,-6.181,-12.028,1,0.745095204092819,0.9022820023573893,1.09439
2131,상상상상하하하하하하상상하하하상상상상상상상상상상상상상상상상상상상상상,강,강강,8.671,4.666,6.759,13.152,1,1.2833388873394358,1.054707725641749,0.88585
2132,상상상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-22.94,-9.805,-7.863,-15.299,1,0.45760789628310927,0.5850462030004527,0.75307
2133,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,20.505,11.331,6.693,13.024,1,1.7498979157163994,1.4408094657507702,1.212
2134,상하상하하상하하하상상하하상상상상상상상상상상상상상상상상상상상상상상상,강,강강,0.918,0.624,-1.305,-2.54,1,1.0278019732753578,1.0691288520719628,1.11029
2135,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.051,5.961,-2.192,-4.266,1,1.3694988095041156,1.4636661714292412,1.56086
2136,상상상상하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,7.758,4.176,1.98,3.854,1,1.2512549221983773,1.1797651211767253,1.11707
2137,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.374,10.091,7.285,14.176,1,1.6587038552392879,1.3432300478138048,1.1144
2138,상상상상상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-16.781,-7.435,-9.389,-18.267,1,0.5763191120725363,0.7746672638217953,1.05553
2139,상하하상하상상하하상하하하하하하하하하하하하하상상하하하상상하상상상상상,약,약강,7.806,4.202,9.234,17.968,1,1.2529339634048953,0.9612930982064022,0.76319
2140,상하하상하상상상하상상상상상상하하상상상상상상상상상상상상상상상상상상상,강,강강,-0.334,-0.001,-3.7,-7.201,1,0.9900199316859871,1.1085910763168574,1.23883
2141,상상상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,24.077,13.446,14.547,28.307,1,1.9101798116974507,1.270941309978878,0.90433
2142,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,16.465,8.994,0.715,1.391,1,1.5797335869957636,1.5463257769795402,1.51559
2143,상상상하하상하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,15.275,8.318,8.425,16.394,1,1.5318163608860984,1.2017685277403036,0.97144
2144,상상상상하상상상하하하하하하하하하하하하하하하하상상상상상상상상상상상상,강,약강,10.509,5.664,12.721,24.755,1,1.34956934494054,0.9422722271174705,0.69507
2145,상상상상상상상상상상하상하상하상상상상상상상상상상상하하상상상상상하하하,강,강강,0.099,0.214,-1.691,-3.29,1,1.0029868460551274,1.0556262655697513,1.10886
2146,상상상상상상상하하하하상상상상상하상상하하하하하하하하하하하하하하하하하,약,강약,-8.154,-3.726,-5.627,-10.949,1,0.7747917564786204,0.92181155881102,1.09717
2147,상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,22.658,12.6,15.333,29.836,1,1.8453721140847106,1.2028894470931348,0.84313
2148,상상상상상상상상상상상상상상상상상상하상상상상상하하하하하하하하하하하하,강,강약,-4.46,-2.007,-4.439,-8.638,1,0.8720715024481466,0.99934251913724,1.14357
2149,상하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-19.649,-8.569,-13.339,-25.946,1,0.5187609278281878,0.7970720182319613,1.2774
2150,상상상상상상상상하하상하하상상상상상상상상상상상상상상상상상상상상상상상,강,강강,8.226,4.427,3.283,6.388,1,1.2676393798309427,1.1505599929484942,1.05272
2151,상상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-3.775,-1.68,4.539,8.832,1,0.8909584911880457,0.7798814873771446,0.69118
2152,상하상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,6.655,3.588,-0.441,-0.859,1,1.2132192234082932,1.229420284868344,1.24501
2153,상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,20.209,11.158,7.028,13.677,1,1.7370304671707526,1.4168022618354985,1.18248
2154,상상하하상상상상상상상상상상상하상상상상상하하하하하하하상상하하하하상상,강,강약,0.108,0.218,-0.971,-1.89,1,1.0032367496510257,1.033041075099904,1.06233
2155,상상상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-6.881,-3.142,1.189,2.313,1,0.8074438843217676,0.7793224034081421,0.75391
2156,상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,13.571,7.358,1.962,3.818,1,1.4648623520002575,1.3819212431607084,1.30913
2157,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,3.932,2.162,-0.32,-0.622,1,1.1226508340722912,1.1334848713871548,1.14386
2158,상하하하상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-1.926,-0.786,8.674,16.879,1,0.9433318582156011,0.7349936907696992,0.59081
2159,상상상상상상상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,30.135,17.128,22.421,43.635,1,2.203855114634865,1.2011885397234952,0.74372
2160,상하하하하하하하하하하상상하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-2.788,-1.205,3.832,7.458,1,0.9186743325764749,0.8206582201863586,0.74037
2161,상하상상상상상상상하하하하상상상상상상상상상상상상상상상상상상상상상상상,강,강강,8.877,4.777,5.33,10.371,1,1.2906356004424198,1.1044668519547378,0.95993
2162,상하하하상상상상상상상상하상상상상상상상상상상상상상상상상상상상상상상상,강,강강,29.067,16.471,17.428,33.915,1,2.1500427214884876,1.3277897435870325,0.89529
2163,상하하하하하하하하하하하하하하하하하하하하하하하상상상상상상상상상상상상,약,약강,15.286,8.324,16.808,32.708,1,1.5322679432938882,0.9614241124382968,0.65561
2164,상하상하하하하상상상상하하하하하하상하하하하하하하하하하하하하하상상하하,약,약약,2.595,1.475,7.439,14.475,1,1.079897652849997,0.8707618069760072,0.71986
2165,상하하하하하하하하하하하하하하하하하하하하하상상상상하상상하하하하상상하,약,약약,-10.508,-4.781,-7.667,-14.918,1,0.7167141860418963,0.910480977238012,1.16366
2166,상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,32.084,18.337,13.55,26.367,1,2.3043595630109746,1.5739450488221753,1.14196
2167,상상상하상하하하하하하하하하하하하하하상상상상상상상상상하상상상상상상상,강,약강,14.829,8.066,14.949,29.089,1,1.514117444441263,0.9968870727412782,0.70387
2168,상하하하하하상상상상상상상하하하하상상상상상하하하하하하하하하하하하하하,약,강약,-1.486,-0.57,1.281,2.494,1,0.9560648027508075,0.9202319668785219,0.88797
2169,상상하상상하하하하상상상하하상상상상상상하하하하하상하하하상상하하상하하,약,강약,-1.694,-0.672,-1.19,-2.316,1,0.9500221147808458,0.9847667652094967,1.01921
2170,상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,0.599,0.464,11.282,21.954,1,1.018089572914764,0.7387723035501571,0.56131
2171,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,32.613,18.666,12.091,23.528,1,2.3321526045617755,1.6559275121580268,1.23725
2172,상하상하하하하상상하하하하하하하하하하하하하하하하하하하하하하상상상상상,약,약약,8.771,4.72,12.526,24.375,1,1.2868816618925099,0.9031805032033153,0.66886
2173,상하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,14.434,7.843,-1.995,-3.883,1,1.4985477281540927,1.5919479324412857,1.68758
2174,상상상상상상상상상상하하하하하하하하하하하하하하하하하하상하하상상상상상,약,강약,10.567,5.696,10.341,20.122,1,1.3516717039855057,1.006157186423591,0.77984
2175,상상상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,37.832,21.963,21.133,41.126,1,2.618511961385492,1.4732186481297846,0.93161
2176,상하하상하상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,17.9,9.817,11.153,21.702,1,1.6388454475907936,1.193382774265919,0.90918
2177,상상상상상상하하하하하하하하하하하하하하하하하하하하하하상상하상상상상상,약,약약,13.283,7.197,19.085,37.14,1,1.453758705400361,0.860828981065741,0.56364
2178,상상하하하하상상상상하하하상상상상하하하하하하하하하하하하하하하하하하하,약,강약,-8.756,-3.999,-6.087,-11.844,1,0.7596493092746647,0.9171351452684624,1.10881
2179,상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,43.763,25.794,25.669,49.959,1,2.9712886504859006,1.4971245675343585,0.8811
2180,상상하하하하상하상상상상상상상상상상상상상상상하하상상상상상상상상상상상,강,강강,12.812,6.935,9.143,17.791,1,1.435724161761615,1.1042887847671112,0.87848
2181,상상상상상상상상상상상상상상상상하상상상상상상상상상상상상상상상상상상상,강,강강,16.624,9.085,7.212,14.033,1,1.5862030706238621,1.2871639849778647,1.06971
2182,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,21.45,11.886,0.792,1.542,1,1.7913789091601358,1.7494636552330451,1.71101
2183,상상상하하하하하하하하하하하하하하상상하하하하하하하하하하하하하하상상하,약,약약,-0.63,-0.148,2.907,5.657,1,0.9812140370532708,0.9003901867947401,0.83191
2184,상하하하하하상상하상상상상상하하하하상하하하하하하하하하하하하상상하하상,약,약약,-0.421,-0.044,1.908,3.713,1,0.9874295977819495,0.9330005486893738,0.88513
2185,상하하상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,16.881,9.232,5.477,10.657,1,1.5967217149856365,1.3606911291342716,1.17839
2186,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,38.186,22.189,20.925,40.722,1,2.6387362313902463,1.492263858164915,0.94692
2187,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,5.145,2.793,-3.52,-6.85,1,1.1624276477233177,1.2943553968124966,1.43817
2188,상상하하하하하하하상하상하상하하상상상상상상상상상상상상상상상상상상상상,강,약강,18.641,10.246,12.56,24.441,1,1.6699736735653354,1.1709871830462395,0.86659
2189,상하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.154,9.964,12.688,24.689,1,1.6494533509731468,1.1526864453955459,0.85086
2190,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-33.159,-13.187,-14.421,-28.047,1,0.29862978514202543,0.4764591708937955,0.80165
2191,상하하상상상상상상상상상상상상상상상상상상상상상상상상상하상하하하하하상,강,강강,0.047,0.188,-4.705,-9.156,1,1.0014218735294247,1.1572127674099586,1.33577
2192,상상하하하하상상상상상상상상상상상상상상상상상상상상상하하하하하하하하하,강,강약,-9.74,-4.44,-12.754,-24.81,1,0.7353379020073649,1.1072787343682402,1.72987
2193,상하하상하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,26.735,15.047,14.716,28.637,1,2.0356083591322536,1.3483968538264797,0.95631
2194,상상상하상하하하상하상하하하상상상상상상상상상상상상하하하하하하하하하하,약,강약,-7.271,-3.322,-7.737,-15.054,1,0.797348946370818,1.0152246432096546,1.30082
2195,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,9.323,5.018,-0.988,-1.922,1,1.3065652802401932,1.3460604127153444,1.3849
2196,상상상하하하상하하하하하하하상상상상상상상상상상상상상상상상상상상하하하,강,약강,-9.677,-4.412,-11.29,-21.964,1,0.7368857959909177,1.0555663914842333,1.55068
2197,상하하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-6.182,-2.817,3.523,6.855,1,0.8257812894506649,0.744313639239662,0.67683
2198,상하하상상하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,36.235,20.946,21.339,41.527,1,2.528505009014397,1.4153423221192503,0.89195
2199,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.372,10.09,6.866,13.361,1,1.6586019639814715,1.359013079835209,1.13856
2200,상상상상상상상상상상상상상상하하하하하하상하하하하하하하하하하하하하하하,약,강약,-15.944,-7.095,-10.601,-20.625,1,0.593894358289621,0.8312193509514325,1.18757
2201,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,27.053,15.24,9.707,18.888,1,2.050926195037629,1.5532876838206264,1.22049
2202,상상상상상상상상하하상상상상상상상상하하하상하하하하하하하하하하하상하하,약,강약,-2.713,-1.169,-0.723,-1.406,1,0.9207878537224576,0.941044276148575,0.96076
2203,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,8.077,4.347,-0.832,-1.619,1,1.262394800955077,1.2944269048810817,1.32573
2204,상하상하하하하상상상상상상상상상상상상상상상상상하하하상상상상상상하하상,강,강강,2.495,1.423,0.776,1.511,1,1.0767295426381112,1.0520397478164802,1.02937
2205,상하상하하하상상상상상상상상상상상상상상상상상상하하상상상상상상상상상상,강,강강,9.152,4.926,5.542,10.784,1,1.3004675472623966,1.1061847544629677,0.95647
2206,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상하상상상상상,강,강강,5.193,2.818,1.915,3.726,1,1.1640094363440647,1.0996292877102056,1.04303
2207,상하하하하하하하하하하하상상상상하상상상상상하하하하하하상상상상상상상상,강,약강,20.991,11.616,20.336,39.574,1,1.771143793390182,1.0164167980889827,0.65139
2208,상하하하하하하하상하상하하하상상상상상상상상상상상상상상상상상상상상상상,강,약강,21.531,11.934,15.883,30.908,1,1.7949708089708503,1.1534448850893637,0.80014
2209,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,6.484,3.498,-2.402,-4.674,1,1.2074072164656724,1.2987718086583795,1.39388
2210,상하하하하하하하하하하하하상상상하상상상상상상상하상하하하하하하하하하하,약,약약,-4.316,-1.939,-2.513,-4.89,1,0.8760169211042961,0.945515685847648,1.01819
2211,상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-14.834,-6.637,-7.656,-14.897,1,0.617720398163645,0.7844482493288261,1.00219
2212,상상하상상하하하하하하상상상상상상상상상상상상상상하하하하하하하하하하하,약,강약,-6.705,-3.06,-6.581,-12.806,1,0.8120351487607741,0.9960354976765243,1.22495
2213,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,7.055,3.801,-1.096,-2.133,1,1.2269221886401078,1.2681782827160295,1.30892
2214,상하하하상하하하상상상상상상상상상상상상하하하하상상상상상상상상상상상상,강,강강,10.931,5.895,7.836,15.249,1,1.365079114113231,1.08858866142846,0.89177
2215,상상하하상하하하하하하하하하하상상상상상상상하하하상상상상상상상상상상상,강,약강,3.396,1.886,2.066,4.02,1,1.1053946431491162,1.03961741404099,0.98211
2216,상하하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상하상상,강,강강,0.077,0.203,-5.26,-10.234,1,1.002303577502893,1.1786701149585088,1.3857
2217,상하하하하상하하하상하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,4.173,2.287,8.728,16.985,1,1.1304979027015827,0.8795078398563397,0.70613
2218,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,22.855,12.718,10.115,19.683,1,1.8543092989132341,1.3888015111510608,1.08164
2219,상하하하하하하하상상상상상상상상상상상상상상하상상하하상상상상상상상상상,강,강강,4.331,2.369,0.79,1.537,1,1.1356527433152437,1.1091658324267313,1.08486
2220,상상하상상상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,4.255,2.33,0.812,1.58,1,1.133169861877081,1.1060049366812987,1.0811
2221,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-15.285,-6.824,-1.757,-3.419,1,0.6079646233800363,0.6411701861505892,0.67484
2222,상상상상상상상상하상상상하하하하하상상상상상상상상상상상상상상상상상상상,강,강강,8.757,4.713,3.254,6.333,1,1.2863866388318992,1.1685492554957648,1.06997
2223,상하하상하상하하하하하하하하하하하하하하하하하하하하하상상상상상상상상상,약,약강,15.298,8.331,18.556,36.11,1,1.5327424065307893,0.9198024695300636,0.60785
2224,상하상상상하하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.726,6.333,6.516,12.68,1,1.3946308918838024,1.1540220141831694,0.97482
2225,상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-34.091,-13.46,-14.18,-27.579,1,0.2863079987093926,0.45296298209693636,0.75377
2226,상상상상하상하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-17.203,-7.605,-9.936,-19.331,1,0.5676039222013323,0.7769422194756095,1.08125
2227,상하상상상상상상상상상하하상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.929,6.445,1.929,3.754,1,1.4022604178619242,1.3241473821673857,1.25551
2228,상상상상상상상상상상상상상상상하하하상상하하하하하하상상상상상상상상상상,강,강강,-0.222,0.054,-4.213,-8.197,1,0.9933525709189382,1.1302573110233345,1.28391
2229,상하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,13.034,7.058,3.364,6.547,1,1.4441824233880896,1.3077049907572809,1.19399
2230,상상상하하하하하하하하하하하하하상상상하상상상상하상상상상상하상하하하하,약,약강,-10.521,-4.787,-8.135,-15.829,1,0.7164204107597832,0.9241061265487481,1.20139
2231,상하하하하하하하하하상하하하하상상상하하하하하하하하하하상하상상상상상상,약,약약,11.076,5.975,12.097,23.54,1,1.370442750708621,0.9729144284754743,0.72683
2232,상하하상하상하하하하상상상상상상상상상하상상상상상상상상상하하상상상상상,강,강강,7.242,3.9,5.831,11.346,1,1.2333726890474315,1.0405429906352839,0.89345
2233,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,74.763,46.958,38.054,74.098,1,5.337639684087854,2.028641992773861,1.01151
2234,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,25.331,14.198,8.669,16.869,1,1.968666485246152,1.5341152563040412,1.23333
2235,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.04,10.477,9.251,18.002,1,1.6868489787154444,1.2935979368438821,1.02663
2236,상하하하상상상하하하하하하하하하하하상상상상상상상하하상상상상상상상상상,강,약강,18.521,10.176,18.507,36.015,1,1.6648807014575278,1.0003407519651786,0.66164
2237,상하상하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,13.741,7.454,6.135,11.937,1,1.4714844337911495,1.2307921843354046,1.04913
2238,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,39.912,23.297,19.784,38.501,1,2.7388429579772064,1.593558336238681,1.03089
2239,상상상상상상상상상상상상상상상상하하하하하하하하하하하하하하하하하하하하,약,강약,-4.126,-1.848,-3.419,-6.652,1,0.881260418988641,0.978191688696899,1.08341
2240,상하하상상상상상상상상상하하하하상상상상상상상상상상상상상상상상상상상상,강,강강,18.645,10.248,10.536,20.502,1,1.670135090506898,1.2366250497067495,0.95448
2241,상하하하하하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상,강,약강,17.266,9.453,14.524,28.263,1,1.6125822168947854,1.0735635718195125,0.76421
2242,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,12.425,6.72,1.652,3.215,1,1.4209875953490014,1.3528262346640882,1.2923
2243,상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,6.391,3.449,-0.592,-1.152,1,1.2042495364349615,1.2258861546453057,1.24683
2244,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,12.49,6.756,0.866,1.685,1,1.4234499229706477,1.387114121772292,1.35387
2245,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하상상상상상상상,약,약약,8.79,4.73,15.95,31.037,1,1.2875508783313558,0.8259493519704004,0.57224
2246,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,15.388,8.381,8.045,15.655,1,1.5363108341651148,1.2180467011059095,0.99308
2247,상상상상상상상상상상상상상상상하상상상상상상상하하하상하하하하하하하하하,강,강약,-5.604,-2.547,-7.428,-14.454,1,0.8411266724626956,1.060295717190365,1.34357
2248,상상상상하하하상상상상상하상상상상상상상상상상상상상상상하하상상상상상상,강,강강,5.898,3.189,3.364,6.546,1,1.1875802934274309,1.0753661088141968,0.98187
2249,상상하하하하하하상하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-42.476,-15.651,-25.219,-48.915,1,0.19034266924930573,0.45516666160563307,1.42777
2250,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-41.47,-15.414,-13.993,-27.217,1,0.20050801485752082,0.31516209350040836,0.52005
2251,상하하상상상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-22.356,-9.591,-14.059,-27.345,1,0.4680879829831394,0.7374385665376896,1.22046
