,전체 시나리오,메인 시나리오,세부 시나리오,LS 수익률(%),BH 수익률(%),DCA1 수익률(%),DCA1* 수익률(%),P_0,P_T,H_DCA1,H_DCA1*
33,상상상상하하하하하상상상상상상상상상상상상상상상상상상상상상상하상상상상,강,강강,3.21,1.79,-0.051,-0.1,1,1.0994380496966438,1.1011310080345245,1.10274
34,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,20.343,11.236,10.396,20.23,1,1.7428642287781106,1.2953882591454846,1.00282
35,상하하하하하하하하하하하하하하상하하하상상상상상상하하하하하하하하하하하,약,약약,-1.727,-0.688,2.219,4.318,1,0.9490751008874286,0.8886043875114261,0.83604
36,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,27.629,15.591,14.897,28.988,1,2.0789627673101765,1.3706342277026458,0.96872
37,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,26.045,14.629,8.629,16.79,1,2.0025317818482744,1.5622379670533137,1.25707
38,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-6.831,-3.119,1.02,1.986,1,0.8087373792863961,0.7844759356078486,0.76241
39,상하상상상상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,34.154,19.632,22.309,43.416,1,2.4143978480216925,1.319566980092356,0.81849
40,상하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-12.069,-5.464,-4.05,-7.881,1,0.6798588539475205,0.7696399881709554,0.86972
41,상하하하하하하하하하하하하하하하상상상상상상하하하하하상상하상상상상하하,약,약강,-5.799,-2.638,-3.628,-7.059,1,0.8359338529523223,0.9339353468061313,1.04125
42,상상하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상,강,약강,16.949,9.271,10.858,21.129,1,1.599502980424316,1.1740288090024809,0.89999
43,상상상상상상상상하하하하하하하하상상상상상상상상상상상상하하하하하하하하,강,강강,-6.243,-2.846,-5.836,-11.356,1,0.8241640427668185,0.9871010250913917,1.18324
44,상하하하하하하하하하하하하하하하하하하하하하하상상상상상상상상상상상상상,약,약강,10.945,5.903,12.098,23.541,1,1.365592125685357,0.9694630382428698,0.72425
45,상하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,13.222,7.163,6.882,13.391,1,1.4513997175019115,1.1887120254573307,0.99552
46,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,24.197,13.518,4.751,9.246,1,1.9157242110537596,1.6666885762286738,1.46933
47,상하하하하하하하하하하하하하하하하하하하하하하하상상상상상상상상상상상상,약,약강,10.104,5.443,14.909,29.013,1,1.3347694599926878,0.8797090768600481,0.6216
48,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,34.844,20.067,14.13,27.495,1,2.4518508079125407,1.6493020699681225,1.18309
49,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,7.404,3.987,-1.244,-2.421,1,1.2389752711906579,1.2864017224255635,1.33352
50,상상상상하하하하하하하하하하하하하상하상상상상상상상상상상상상상하하하하,약,약강,-2.1,-0.871,-2.714,-5.28,1,0.9382993921901549,1.0190240732434381,1.10413
51,상상하하상상상상상하하하상상하하상상상상상상상상상상상상상상상상상상상상,강,강강,5.123,2.782,0.106,0.206,1,1.161693844996472,1.1580119780791687,1.15454
52,상상상상하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.793,10.915,5.711,11.114,1,1.7190807560526413,1.455235725941201,1.25313
53,상상상상상상상상상상상상상상상상상상상상하하하하하하하하하하하하하하하하,강,강약,-6.235,-2.842,-5.112,-9.947,1,0.8243626123661759,0.9648920345159473,1.1288
54,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,8.724,4.695,-3.141,-6.112,1,1.2852117535291663,1.414340749676705,1.55291
55,상하하하상상상상상상상상상상상상상상상상상상하상상하하하하하하하하하하하,강,강약,-2.126,-0.883,-4.38,-8.524,1,0.9375649981996538,1.0724119199452036,1.22484
56,상상상상상상상상상상상상상상하상상상상상상상상상상상상상상상상상상상상상,강,강강,5.074,2.756,-0.263,-0.513,1,1.1600728611446782,1.1692877908629544,1.17809
57,상상하상상상하하하하하하하하하하하하하하하하하하하하하하상하하하하하하상,약,약약,9.838,5.298,11.7,22.766,1,1.3251376972100635,0.9508379011077522,0.71618
58,상하하상상상하하하하하하하하하하상하하하상하하하하하하하하하하하하하하하,약,약약,-11.641,-5.278,-9.006,-17.523,1,0.689846713380776,0.9156295373582597,1.22959
59,상하하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,17.186,9.407,5.777,11.242,1,1.609262000359304,1.3597218758481755,1.16902
60,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,14.946,8.132,0.996,1.938,1,1.5187368220645712,1.4742586435469058,1.43377
61,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상하하하상,강,강강,-2.59,-1.109,-10.717,-20.85,1,0.9242937889028164,1.2986763012502691,1.86402
62,상상하하하하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상,강,약강,23.791,13.275,19.892,38.711,1,1.8970087543046716,1.1007646332294567,0.71078
63,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상상,약,약약,2.901,1.631,10.619,20.663,1,1.0895787964648587,0.804957232997907,0.62021
64,상하하하하하하하하하하하하상상하상상하하하하하하하하하하하하하상상상상상,약,약약,3.651,2.017,5.731,11.152,1,1.1135908265127574,0.9421446770102656,0.81091
65,상하상상상하하하하하하하하하하하하하상상상하하하상상상상상하하하하하하하,약,약약,-6.242,-2.846,-4.751,-9.244,1,0.8241779356411455,0.9537463665020453,1.10254
66,상하상하하하하하하상하하상하하상하하하하하하하하하하하하하하하하하상상상,약,약약,8.228,4.428,11.626,22.623,1,1.2677168642720573,0.9114405143510362,0.68756
67,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,25.8,14.481,7.044,13.707,1,1.990860380671332,1.6231347046299125,1.35419
68,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,15.017,8.172,0.105,0.204,1,1.521568139125482,1.5168042782221083,1.51232
69,상상하상상상상상상상상하상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,23.586,13.153,16.385,31.885,1,1.8876133709490155,1.197337600981997,0.82286
70,상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.955,6.459,0.491,0.956,1,1.4032202829013296,1.382737712349534,1.36373
71,상상상상하하하하하하하하하상하하하하하상하하하하하하하하하하하하하하하하,약,약약,-11.223,-5.096,-8.046,-15.655,1,0.6996793043055237,0.8998750584918531,1.16605
72,상하상상하하상상상상상상하하하하하상하상상상상상상상상상상상상상상상상상,강,강강,14.903,8.107,10.54,20.51,1,1.5170334925782323,1.1231386110417882,0.86681
73,상하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.176,10.556,7.094,13.804,1,1.69263950192444,1.3780732326707346,1.1484
74,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,26.734,15.046,11.592,22.556,1,2.0355378135301816,1.464817259197606,1.10579
75,상하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,36.057,20.833,20.075,39.066,1,2.5186096616003066,1.4548031349960378,0.93647
76,상하하상하하하하하하상상상상하하상상하상상상하상상상상상상상상상상상상상,강,약강,5.535,2.998,5.156,10.032,1,1.1754086235750938,1.0108613199075676,0.88232
77,상상상상상상상상상상하하하하하하하하하하하하하하하하하하하하하하하하하상,약,강약,-4.929,-2.229,-1.103,-2.147,1,0.8593117145828132,0.8883944928316476,0.91713
78,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상하하하하하하,강,강강,-1.559,-0.606,-5.549,-10.798,1,0.953946266191652,1.1321612833525556,1.34401
79,상상상상상상상상상상상상상상상상상상상상상상상하상상하하하하하하하하하하,강,강약,-5.647,-2.568,-8.578,-16.691,1,0.839966603660327,1.0992925978738957,1.45272
80,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,40.507,23.68,14.733,28.669,1,2.773899386768635,1.8366576709589815,1.30218
81,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,41.978,24.632,18.134,35.289,1,2.8619836799167935,1.7359599274739022,1.1558
82,상상상상상상하하상상상상상상상하상상상상상하하하하상하상상상상상상상상상,강,강강,4.785,2.605,2.863,5.572,1,1.1505121046270046,1.0570835649116612,0.97779
83,상상상하하상상상상상상상상상상상상상상상상상상하하하하하하상하상상하하하,강,강약,-4.116,-1.843,-5.571,-10.841,1,0.8815275981519689,1.0469379486323307,1.24375
84,상상하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상하,강,약강,-9.555,-4.358,-12.415,-24.151,1,0.7398565202166092,1.1011799764588681,1.69548
85,상하상상상상상상상상상상상상상상상상상상상상상상상상상상하상상상하하하하,강,강강,-2.869,-1.244,-6.936,-13.495,1,0.9163671539321335,1.1368876386006876,1.41563
86,상상상하하상상상상상상상상상상하하하상상상상상상상상상상상상상상상상상상,강,강강,13.307,7.211,7.999,15.565,1,1.4546915430240572,1.154809822579499,0.94251
87,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,8.083,4.35,-2.58,-5.021,1,1.262622344707278,1.3656377898803458,1.47366
88,상하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,29.7,16.86,14.514,28.244,1,2.18182735231013,1.4529162571476204,1.03446
89,상상상상상하하하하하하하하하하하하하하하하하하하하하하하상상상하하하하하,약,약약,-10.599,-4.822,-8.038,-15.64,1,0.7145320593135461,0.918748585535958,1.19017
90,상상상상하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,16.972,9.284,8.186,15.929,1,1.6004794499709336,1.263973365681803,1.02724
91,상하하하하상하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상,강,약강,10.624,5.727,6.305,12.269,1,1.3537863406812738,1.1269126279552766,0.95669
92,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,19.123,10.525,10.355,20.15,1,1.6904032599435186,1.2578118810263743,0.9746
93,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,69.535,43.279,35.281,68.69,1,4.87275383387732,1.9681773931375073,1.0151
94,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-13.881,-6.238,-5.111,-9.946,1,0.6386952896796488,0.7475650579869305,0.87454
95,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,29.638,16.821,11.909,23.173,1,2.1786798038649833,1.554541096696432,1.16586
96,상상상상하하하하하하하상하상상상상상상상상상상상상상상상상상상하하하상상,강,강강,2.036,1.189,-0.927,-1.803,1,1.0623188265525834,1.092406181036862,1.12192
97,상하상상상상상상상하상상상상상상상상상상상상상상상상상상상상상하하하하하,강,강강,-3.591,-1.592,-8.782,-17.088,1,0.8960968889395856,1.180645293347437,1.57217
98,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,37.516,21.762,17.591,34.231,1,2.600544083476592,1.5993587196716046,1.07525
99,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,14.51,7.886,4.186,8.145,1,1.5015184108184674,1.3277130953994603,1.18715
100,상하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상,강,약강,16.041,8.753,12.904,25.11,1,1.5625587848131617,1.0856964050648605,0.79792
101,상하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-14.805,-6.625,-6.831,-13.293,1,0.6183605560575502,0.7645980454928796,0.94858
102,상하하하하하하하하하하상상상상하상하하하하하하하하하하하하하상상상상상상,약,약약,0.314,0.322,1.212,2.358,1,1.0094601639265872,0.9736367937819052,0.94129
103,상상상상상상상하상하하하하하상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.439,10.128,12.289,23.913,1,1.6614357995994051,1.1734780415728043,0.87325
104,상상상상상상상상상하하상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,23.716,13.23,14.979,29.147,1,1.8935492095268824,1.2457331111840588,0.87906
105,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-8.383,-3.83,2.382,4.635,1,0.768993562717891,0.7165564957744859,0.67125
106,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-11.932,-5.404,-0.195,-0.379,1,0.6830507967107816,0.6870595794218365,0.69088
107,상상하하상상상상상상상상상상상상상상하하하하하하하하하하하하하하하하하하,약,강약,5.234,2.84,6.884,13.396,1,1.16537451392419,0.9543905498580543,0.79923
108,상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상하상상,약,약약,8.076,4.346,14.92,29.034,1,1.2623686587646672,0.8317584110602547,0.5876
109,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-5.84,-2.658,-1.029,-2.002,1,0.8348370133477692,0.8611410943268745,0.88705
110,상상하하하상하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상,강,약강,17.343,9.497,13.372,26.021,1,1.6157428471865867,1.1087961394485233,0.80731
111,상상하하하하하하하하하상상상상상상상상상하상상상상상상상상상상상상상상상,강,강강,17.568,9.626,15.225,29.627,1,1.6250357470528194,1.062240338226979,0.74607
112,상하하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,18.459,10.14,7.837,15.251,1,1.6622948082675169,1.325565698729143,1.08587
113,상상상상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,23.402,13.043,6.63,12.902,1,1.8791547010865401,1.5499675899854235,1.30575
114,상하하상하상상상상상상하하상상상상상상상상상상하하상상상상상상하상상상상,강,강강,8.582,4.618,6.797,13.226,1,1.2801869372270944,1.0509930568687658,0.88194
115,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,22.764,12.663,7.404,14.407,1,1.8501701086299622,1.4933118427703937,1.23552
116,상하하하하하하하상상상상상상상상상상상상하하하상상상상상상상하하하하하하,강,강약,-8.266,-3.776,-8.73,-16.985,1,0.771965683726227,1.0153288374444496,1.34936
117,상하하하하하하하하하하하상상상상하하하하하하하하하하하하하하하하하상하하,약,약약,-9.385,-4.282,-5.852,-11.386,1,0.7440356776119047,0.8915662982273602,1.06927
118,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,10.825,5.837,-1.37,-2.666,1,1.3611871432076288,1.4186983774406043,1.47612
119,상상상상상상상상상상상하상상상상상상상상상상상하하하하하상상상상상상상상,강,강강,11.203,6.044,6.995,13.611,1,1.3751300468918812,1.1226874188647653,0.93775
120,상하하하하상하상상상상상상상상상하상상상상상상상상상상상하상상상상하하하,강,강강,-7.999,-3.655,-9.971,-19.4,1,0.7787197215282032,1.0671788451924213,1.48722
121,상하하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상,강,약강,10.512,5.666,8.08,15.723,1,1.3496794116778845,1.0690425088546731,0.87091
122,상상상하상상상상하상하하하상상하하하하하상상상상상상상상상상상상상상상상,강,강강,18.189,9.984,13.845,26.942,1,1.6509197347230673,1.1188683851362948,0.80707
123,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상상,약,약약,3.018,1.691,6.935,13.496,1,1.0933060123410514,0.894079860915266,0.74783
124,상하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,30.735,17.499,16.201,31.526,1,2.2344633721507208,1.4241180239928917,0.98207
125,상상하하상상상상상상상하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-17.855,-7.866,-9.513,-18.509,1,0.5543043568511926,0.748155976054268,1.02429
126,상하하하하하하하하하하하하하하하하하하하하하상상상하하하하하하하하하하하,약,약약,-5.293,-2.401,-2.125,-4.135,1,0.8494794450856167,0.9060226849809878,0.96422
127,상상상상상상상상상하상상하하하하하하하하하하하하하하하하하하하하하하하하,약,강약,-3.666,-1.628,3.1,6.032,1,0.8940034763280809,0.8157723161504626,0.74995
128,상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-14.407,-6.459,-0.612,-1.191,1,0.6270648279203838,0.6387254530177978,0.65002
129,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,35.596,20.542,13.661,26.584,1,2.4931070861670706,1.6978639346159876,1.22916
130,상상상상상상상상상상상상상상상상상상상상상상상상상하상하하하하상상상상상,강,강강,-1.208,-0.434,-5.002,-9.733,1,0.9641822406235212,1.1246423716878389,1.31091
131,상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,23.093,12.859,11.148,21.694,1,1.865082479815627,1.3582746619294346,1.03489
132,상상하상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,13.982,7.589,7.418,14.435,1,1.480837559155144,1.1947489226859174,0.98818
133,상하하상상상상상상상상하상하상상상상상상상상하상하상상하하하하하하하하하,강,강약,1.671,1.004,1.307,2.544,1,1.0509586753116604,1.0107903713494204,0.97466
134,상상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-7.635,-3.489,1.688,3.285,1,0.7880013850525232,0.7493994647406516,0.71517
135,상하상상상상상상상상상하상하하상상상상하하상상상상하하하하하하하하하하하,강,강약,-8.13,-3.715,-7.428,-14.453,1,0.775380441067264,0.9774070250756096,1.23852
136,상하하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상상상상상,강,약강,6.694,3.609,5.033,9.793,1,1.214555409923703,1.0481992076715156,0.91768
137,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,23.277,12.968,9.418,18.326,1,1.873449274405693,1.4301342071300958,1.13083
138,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상상상상상상,약,약약,5.692,3.08,10.691,20.804,1,1.1806795587528953,0.8705425221626418,0.66971
139,상하하하하하하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,34.493,19.846,16.915,32.915,1,2.4327823946506117,1.5222846847278793,1.03605
140,상상상하하하하하하하하하하하하하하하상상상상상상상상상상상상상상상상상상,강,약강,13.353,7.236,9.406,18.303,1,1.4564487119514977,1.1121796257794199,0.87966
141,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,44.276,26.129,31.908,62.113,1,3.0031963135420114,1.3084991878573338,0.7049
142,상하하하하하하하하하하하하하하하하하하하하상하상하하하상상상상상상상상상,약,약강,9.927,5.347,12.315,23.963,1,1.3283535374269946,0.9375674167256307,0.69732
143,상하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하상하상상상,약,약약,2.273,1.31,7.279,14.163,1,1.0697419931281544,0.866444176627727,0.71895
144,상하하하하하하하하하하하하하상상상상상상상상상상상하하상상상상상하하상상,강,약강,0.678,0.504,2.222,4.323,1,1.0204773038700437,0.9553742044663703,0.89879
145,상상상상상상상상하하하하하하하하하하하하하하상하상상상상상상상상상상상상,강,약강,-2.924,-1.271,-2.201,-4.282,1,0.9148070615385796,0.9779605482042582,1.04316
146,상상하하하하상상상상상하상상상하하하하하하하하하하하하하하하하하하하하하,약,강약,-15.376,-6.861,-8.427,-16.397,1,0.6060195884991099,0.78920678079365,1.03712
147,상상상상상상상상상상상상상상상상상상상상하하하하하하하하하상상상상상상상,강,강약,6.236,3.367,2.426,4.721,1,1.19899577937685,1.115796823177599,1.04403
148,상상상하상하하하하하하하하하하하하하하하하하하하하하하하상하하하하하하하,약,약약,-6.17,-2.812,-0.615,-1.197,1,0.826088217589617,0.8415276315424564,0.85649
149,상상하하하상상상상상상하상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,16.381,8.946,5.933,11.546,1,1.5763207304375257,1.326013104280682,1.13576
150,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,11.811,6.38,-0.034,-0.066,1,1.3978332109993357,1.3992464499137485,1.40059
151,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,14.479,7.868,3.464,6.742,1,1.5003157786298331,1.354594826287934,1.23362
152,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,10.948,5.905,2.942,5.726,1,1.3657111571420313,1.2519210611901461,1.15563
153,상하상하하하하하하하하하하하하하하하하하하하상상상상상상상상상상상상상상,약,약강,10.865,5.859,10.592,20.611,1,1.3626342367655118,1.0074139496751822,0.77664
154,상하하상상상상상상상상상상상상상상상상상상상상상상상상상하하하하하하하하,강,강강,-5.575,-2.534,-9.003,-17.517,1,0.8418939376235318,1.1173145091143881,1.50024
155,상하상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,14.821,8.061,5.177,10.073,1,1.5137714111963712,1.3010781021414914,1.13505
156,상하상상상상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,41.561,24.362,25.99,50.584,1,2.83682177580461,1.4184815361632588,0.8308
157,상상상하하하하상하하하하하하하하하하하하하하하하하하하하하하하하하하하하,약,약약,-28.772,-11.821,-13.095,-25.472,1,0.3613763249560819,0.5505894473776874,0.87299
158,상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,-1.16,-0.41,-7.6,-14.788,1,0.9655963725614569,1.224007728113475,1.56063
159,상상상상상하상하하상상상상상상상상상상상상상상상상상상상상상상상상상상상,강,강강,21.424,11.871,13.015,25.325,1,1.7902573043800432,1.2402516540312518,0.90949
