,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439
기준 월,198001,198002,198003,198004,198005,198006,198007,198008,198009,198010,198011,198012,198101,198102,198103,198104,198105,198106,198107,198108,198109,198110,198111,198112,198201,198202,198203,198204,198205,198206,198207,198208,198209,198210,198211,198212,198301,198302,198303,198304,198305,198306,198307,198308,198309,198310,198311,198312,198401,198402,198403,198404,198405,198406,198407,198408,198409,198410,198411,198412,198501,198502,198503,198504,198505,198506,198507,198508,198509,198510,198511,198512,198601,198602,198603,198604,198605,198606,198607,198608,198609,198610,198611,198612,198701,198702,198703,198704,198705,198706,198707,198708,198709,198710,198711,198712,198801,198802,198803,198804,198805,198806,198807,198808,198809,198810,198811,198812,198901,198902,198903,198904,198905,198906,198907,198908,198909,198910,198911,198912,199001,199002,199003,199004,199005,199006,199007,199008,199009,199010,199011,199012,199101,199102,199103,199104,199105,199106,199107,199108,199109,199110,199111,199112,199201,199202,199203,199204,199205,199206,199207,199208,199209,199210,199211,199212,199301,199302,199303,199304,199305,199306,199307,199308,199309,199310,199311,199312,199401,199402,199403,199404,199405,199406,199407,199408,199409,199410,199411,199412,199501,199502,199503,199504,199505,199506,199507,199508,199509,199510,199511,199512,199601,199602,199603,199604,199605,199606,199607,199608,199609,199610,199611,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608
KOSPI_0,100.0,104.48,103.96,105.43,116.54,116.77,112.05,112.28,112.55,109.85,105.48,106.74,97.9,105.6,104.2,107.6,123.6,126.4,156.4,148.3,140.4,136.3,123.8,131.4,123.6,125.12,128.97,126.35,119.76,116.13,121.25,124.97,121.99,120.05,123.08,124.67,122.52,118.03,121.84,120.03,132.91,125.84,122.48,124.6,117.68,117.61,121.35,117.93,115.25,126.78,129.01,133.35,134.95,131.18,130.28,134.54,136.11,134.14,129.82,135.54,139.53,138.84,134.93,136.3,134.06,134.24,136.83,137.59,136.03,139.65,140.67,151.26,161.4,162.45,179.33,200.15,202.88,231.85,249.32,267.56,262.34,253.54,244.41,275.15,264.82,310.83,337.85,396.9,364.55,387.44,411.94,481.5,468.38,491.6,510.28,490.45,532.04,653.51,608.24,654.32,650.03,723.5,706.3,714.83,675.67,679.54,736.81,825.0,919.61,886.68,916.34,1007.77,946.2,932.48,846.3,890.98,984.09,929.28,891.27,898.77,908.59,885.83,884.07,838.29,718.45,803.64,713.18,690.21,609.01,624.13,717.47,708.56,679.75,632.53,677.55,650.05,644.39,612.47,616.9,714.95,675.12,706.63,689.32,651.44,624.23,691.37,620.65,599.0,620.37,569.19,551.98,506.57,558.6,508.76,621.97,659.93,697.41,663.57,633.73,665.61,717.68,751.97,753.26,719.45,674.86,719.55,761.76,808.75,879.32,960.1,906.66,862.61,919.26,932.77,934.59,932.69,949.23,1054.23,1108.43,1066.21,1013.57,943.35,903.42,934.09,906.04,891.43,909.59,944.6,911.36,975.79,997.52,939.0,888.85,885.13,856.51,878.47,961.52,907.98,833.79,835.27,774.26,789.47,767.87,727.83,653.79,683.13,679.64,672.99,706.1,758.39,758.03,731.45,682.2,644.92,497.22,393.16,385.49,543.68,574.35,468.22,406.53,336.7,315.56,337.49,309.71,305.64,404.61,445.96,587.57,581.67,533.97,636.89,756.53,753.72,919.98,959.81,905.52,839.35,876.55,999.16,1059.04,928.75,894.66,846.44,752.59,738.49,835.21,727.1,692.19,589.22,548.76,514.46,520.95,612.3,559.44,515.2,583.7,607.07,596.74,562.79,541.83,500.64,544.09,650.66,724.95,742.42,834.21,875.83,859.86,804.93,746.23,707.8,751.98,652.13,647.65,730.16,635.17,600.41,590.04,538.56,597.44,648.71,674.75,727.26,764.11,704.29,791.96,807.39,821.26,854.89,899.21,882.75,866.11,815.77,778.03,719.59,817.36,846.01,835.66,876.8,893.71,923.69,1007.48,981.9,918.42,969.51,1018.02,1115.98,1106.37,1242.78,1188.95,1305.98,1389.27,1375.97,1367.7,1379.75,1434.9,1295.09,1294.61,1287.36,1356.67,1374.22,1374.35,1434.36,1435.26,1382.9,1414.47,1459.53,1553.3,1716.24,1771.35,1856.45,1881.81,1962.67,2063.14,1902.43,1853.45,1634.53,1671.73,1702.25,1848.27,1847.53,1666.46,1573.77,1414.43,1439.67,1129.08,1058.62,1157.4,1146.95,1018.81,1233.36,1397.92,1415.1,1411.66,1564.98,1623.06,1644.63,1559.09,1569.72,1696.14,1606.44,1615.12,1719.17,1721.21,1630.4,1686.24,1782.27,1764.69,1876.73,1914.74,1929.32,2070.08,2072.03,1928.24,2121.01,2228.96,2141.34,2125.74,2172.31,1880.7,1706.19,1909.63,1916.18,1826.37,1959.24,2034.63,2029.29,1999.07,1834.51,1851.65,1879.93,1912.71,1996.03,1898.44,1940.02,2031.1,1957.79,2013.15,1995.99,1957.21,1989.57,1855.73,1920.74,1924.81,1998.87,2039.42,2030.78,1967.19,1919.96,1964.69,1991.98,1959.44,2002.0,1999.0,2073.1,2067.86,1991.54,1952.97,1965.22,1926.44,1952.68,1996.81,2028.45,2132.23,2102.37,2097.89,2008.49,1914.23,1979.32,2035.24,2023.93,1918.76,1924.82,1947.42,1973.57,1978.15,1982.72,1987.32,2029.61
KOSPI_T,131.3,125.65,128.78,127.83,121.4,114.57,123.64,125.08,121.94,119.71,121.91,123.66,128.99,118.27,123.5,119.8,131.44,125.76,122.44,125.04,118.82,117.71,121.42,117.63,121.21,124.08,129.66,133.35,135.6,130.48,130.28,134.54,136.11,134.14,129.82,135.54,142.46,138.9,134.93,136.46,134.15,134.09,136.58,137.38,136.49,138.91,140.89,150.16,163.37,160.42,175.91,199.76,202.91,231.06,243.36,273.75,264.64,253.45,240.79,268.98,272.61,310.22,334.98,405.13,358.63,387.99,411.76,485.48,474.01,485.35,509.05,475.59,525.11,633.58,612.35,656.47,647.18,717.35,702.83,721.08,664.43,677.54,729.79,831.12,907.2,884.29,917.9,1003.31,940.54,932.76,854.61,895.66,975.28,942.41,894.02,906.33,909.72,896.16,861.59,840.89,688.66,797.95,706.79,678.38,606.87,602.88,690.16,697.03,696.11,635.4,675.57,659.85,645.61,611.35,605.27,717.03,683.11,705.08,695.94,652.11,610.92,680.51,612.5,606.32,615.97,574.2,552.03,509.95,562.8,513.82,615.58,663.36,678.44,670.56,642.96,666.75,721.57,752.31,748.87,729.94,664.88,718.87,750.72,811.06,866.18,945.71,918.88,867.22,908.72,939.49,933.36,927.97,944.23,1050.51,1105.62,1074.41,1027.37,925.56,885.69,931.78,897.0,882.5,894.41,933.57,914.06,982.65,990.26,930.92,882.94,878.82,852.83,874.16,980.9,903.09,817.43,821.71,781.49,789.67,757.59,726.48,651.22,685.84,676.53,677.34,703.23,756.77,745.4,726.12,695.37,647.11,470.79,407.86,376.31,567.38,558.98,481.04,421.22,332.03,297.88,343.33,310.16,310.32,403.44,451.88,562.46,571.43,520.06,618.98,752.59,736.02,883.0,969.72,937.88,836.18,833.51,996.66,1028.07,943.88,828.38,860.94,725.39,731.88,821.22,705.97,688.62,613.22,514.48,509.23,504.62,617.91,578.1,523.22,577.36,612.16,595.13,541.55,545.11,479.68,537.81,643.89,693.7,748.07,819.99,895.58,842.34,796.4,742.72,717.99,736.4,646.42,658.92,724.8,627.55,591.86,575.43,535.7,599.35,633.42,669.93,713.52,759.47,697.52,782.36,796.18,810.71,848.5,883.42,880.5,862.84,803.84,785.79,735.34,803.57,835.09,834.84,878.06,895.92,932.7,1011.36,965.68,911.3,970.21,1008.16,1111.29,1083.33,1221.01,1158.11,1297.44,1379.37,1399.83,1371.59,1359.6,1419.73,1317.7,1295.15,1297.82,1352.74,1371.41,1364.55,1432.21,1434.46,1360.23,1417.34,1452.55,1542.24,1700.91,1743.6,1933.27,1873.24,1946.48,2064.85,1906.0,1897.13,1624.68,1711.62,1703.99,1825.47,1852.02,1674.92,1594.67,1474.24,1448.06,1113.06,1076.07,1124.47,1162.11,1063.03,1206.26,1369.36,1395.89,1390.07,1557.29,1591.85,1673.14,1580.69,1555.6,1682.77,1602.43,1594.58,1692.85,1741.56,1641.25,1698.29,1759.33,1742.75,1872.81,1882.95,1904.63,2051.0,2069.73,1939.3,2106.7,2192.36,2142.47,2100.69,2133.21,1880.11,1769.65,1909.03,1847.51,1825.74,1955.79,2030.25,2014.04,1981.99,1843.47,1854.01,1881.99,1905.12,1996.21,1912.06,1932.9,1997.05,1961.94,2026.49,2004.89,1963.95,2001.05,1863.32,1914.03,1926.36,1996.96,2030.09,2044.87,2011.34,1941.15,1979.99,1985.61,1961.79,1994.96,2002.21,2076.12,2068.54,2020.09,1964.43,1980.78,1915.59,1949.26,1985.8,2041.03,2127.17,2114.8,2074.2,2030.16,1941.49,1962.81,2029.47,1991.97,1961.31,1912.06,1916.66,1995.85,1994.15,1983.4,1970.35,2016.19,2034.65,2043.63,2008.19,1983.48,2026.46,2067.57,2091.64,2160.23,2205.44,2347.38,2391.79,2402.71,2363.19,2394.47,2523.43,2476.37,2467.49,2566.46,2427.36,2445.85,2515.38,2423.01,2326.13,2295.26
