,전체,강,강,강,강,약,약,약,약
LS 왜도,0.8255779814008859,0.995732264789845,0.9794154976401042,-0.35718027035414335,2.636021148464624,0.3212591280751032,-1.2145764343799135,0.8772211232128394,-0.2093396553610296
LS 첨도,0.9654312516379471,1.3531350187852755,0.9605756086028592,0.1606969789397401,12.20596520138261,1.0404525022624909,1.9195269075314871,1.0126176127388233,-0.13530027702146885
LS min,-50.126,-32.251,-15.233,-32.251,-5.726,-50.126,-47.103,-10.605,-50.126
LS 1Q,-9.475249999999999,9.159,12.9775,-14.88125,7.303,-21.67,-17.48225,0.373,-23.582
LS median,7.793,21.891,26.274,-8.398,15.443,-11.182,-11.794,11.166,-13.886
LS 3Q,27.911250000000003,40.531,46.81175,-2.7372500000000004,28.545,-3.0564999999999998,-6.0875,18.066,-5.96375
LS max,133.321,133.321,132.012,10.722,133.321,52.139,0.588,52.139,27.195
BH 왜도,0.8255763983842855,0.9957287950102729,0.9794085832995252,-0.3572308496442798,2.6359965047722063,0.3212429320794354,-1.2146877668605218,0.8772001024772079,-0.20935490520671135
BH 첨도,0.965417425519111,1.353107982627824,0.9605477853157716,0.16086678946222444,12.205751364840184,1.040407605599563,1.9199521970079902,1.0125744355197175,-0.13534915831840477
BH min,-23.563,-14.626,-6.117,-14.626,-1.363,-23.563,-22.052,-3.802,-23.563
BH 1Q,-3.2375,6.08,7.98875,-5.94025,5.152,-9.335,-7.2415,1.687,-10.291
BH median,5.3965,12.446,14.637,-2.6985,9.222,-4.091,-4.397,7.083,-5.443
BH 3Q,15.45575,21.766,24.90625,0.131,15.7725,-0.0285,-1.5434999999999999,10.533,-1.4817500000000001
BH max,68.16,68.16,67.506,6.861,68.16,27.569,1.794,27.569,15.097
DCA1 왜도,0.7441697398689464,0.7141497109455098,0.8694738936916269,0.3677005702900669,1.6062346412734332,0.6425053955610684,-1.0083776939567262,0.6330412586396288,0.2722950394407554
DCA1 첨도,1.3122786884584028,1.47758874075131,1.5391672272872943,0.7441822394562791,4.326514832252821,1.2839155591062181,1.6457651235087982,1.0512787221973405,0.29122715918857844
DCA1 min,-38.641,-30.387,-21.193,-30.387,-5.99,-38.641,-38.641,-9.496,-31.823
DCA1 1Q,-5.5495,1.101,1.73875,-17.30675,6.699,-11.466000000000001,-14.1225,5.892,-11.794500000000001
DCA1 median,4.263,10.53,11.296,-14.062999999999999,12.044,-4.474,-9.310500000000001,14.597,-4.915
DCA1 3Q,16.14025,22.227,23.08625,-7.776,22.273,3.857,-4.51325,23.416,3.16575
DCA1 max,82.213,82.213,82.213,14.035,77.762,57.388,4.247,57.388,33.359
DCA1* 왜도,1.0763554625771232,1.0397714658957287,1.156520072787841,0.5979499848028756,1.884581829218668,0.9530087371429552,-0.7807711903868789,0.8501123959479476,0.49754407929288275
DCA1* 첨도,2.3543849560116414,2.3920826518405187,2.4792616425681673,1.1482148689568845,5.838665216619278,2.114230351983571,0.9376860065471679,1.6344585237921527,0.5523739772165772
DCA1* min,-62.226,-50.673,-36.589,-50.673,-10.867,-62.226,-62.226,-17.044,-52.761
DCA1* 1Q,-10.0815,2.038,3.22525,-30.2845,12.5955,-20.453,-24.977249999999998,11.055,-21.01725
DCA1* median,7.9635,19.997,21.493000000000002,-24.877000000000002,22.96,-8.153,-16.7215,28.004,-8.9455
DCA1* 3Q,31.081500000000002,43.421,45.18875,-14.032,43.516,7.197,-8.223749999999999,45.87,5.895250000000001
DCA1* max,179.469,179.469,179.469,26.888,168.604,120.317,7.933,120.317,66.781
DCA2 왜도,0.744251710007625,0.7138626089577994,0.8695226448965093,0.36926480893744223,1.5990122108495508,0.6420443306029556,-1.0080257430107997,0.6292804777836304,0.27470901707557693
DCA2 첨도,1.316033873643605,1.4795300104278821,1.5452916627203535,0.7491975142064575,4.2784290085177075,1.281759455379015,1.647712479571433,1.0474261571200505,0.297904249386999
DCA2 min,-37.696,-29.38,-20.115,-29.38,-4.714,-37.696,-37.696,-8.272,-30.768
DCA2 1Q,-4.2325,2.421,3.0782499999999997,-16.15125,8.1425,-10.198,-12.9195,7.326,-10.501000000000001
DCA2 median,5.649,11.997,12.707999999999998,-12.832,13.564,-3.125,-8.025500000000001,16.125,-3.5915
DCA2 3Q,17.622,23.801,24.65825,-6.48275,23.8435,5.3260000000000005,-3.13825,25.055,4.61675
DCA2 max,84.627,84.627,84.627,15.647,79.738,59.417,5.717,59.417,35.222
